	Chromosome	Position	113B_CM+_vs_113B_PBMC.tumour
1_28150202	1	28150202	-0.736642231245785
1_28150336	1	28150336	-1.03825536969551
1_28150351	1	28150351	-0.676818071317725
1_28237768	1	28237768	-0.673411469874476
1_28271776	1	28271776	-0.795822046312433
1_28459147	1	28459147	-0.915811076931717
1_28459248	1	28459248	-0.909478828108
1_28466530	1	28466530	-0.759264252608511
1_28532305	1	28532305	-0.591403058716244
1_28535919	1	28535919	-0.629956299485637
1_28537923	1	28537923	-1.24211740307736
1_28561348	1	28561348	-1.28098895184592
1_28648222	1	28648222	-0.615856102440783
1_28648324	1	28648324	-1.09390339924543
1_28683635	1	28683635	-0.962658865967175
1_28683738	1	28683738	-0.861612516842742
1_28714287	1	28714287	-0.671448428404101
1_28743353	1	28743353	-0.893965828736676
1_28812485	1	28812485	-1.08864767379393
1_28818612	1	28818612	-1.01639403202451
1_28835097	1	28835097	-0.87151097790898
1_28848434	1	28848434	-1.02678920338689
1_28855013	1	28855013	-1.44035381326686
1_28859273	1	28859273	-0.85736679558871
1_28863626	1	28863626	-0.898732446644004
1_28993501	1	28993501	-1.16886545692665
1_29084738	1	29084738	-0.919728924801757
1_29097907	1	29097907	-0.796637358592334
1_29121187	1	29121187	-1.24404374867329
1_29121565	1	29121565	-0.945040013330945
1_29149115	1	29149115	-0.951681326592963
1_29149136	1	29149136	-0.945623391843095
1_29203187	1	29203187	-1.19068846178031
1_29216125	1	29216125	-1.38668514847327
1_29259881	1	29259881	-0.822601377428033
1_29260746	1	29260746	-0.843765987426075
1_29279031	1	29279031	-0.771975304358065
1_29282705	1	29282705	-1.02977306182571
1_29282757	1	29282757	-0.653330807859446
1_29303952	1	29303952	-0.565524426890639
1_29305397	1	29305397	-0.782544546068253
1_29312638	1	29312638	-0.53096720485427
1_29317838	1	29317838	-1.1021239060504
1_30715242	1	30715242	-0.370612741976298
1_30716054	1	30716054	-0.761482930540423
1_30716818	1	30716818	-0.619972210913015
1_30721692	1	30721692	-0.954839361507876
1_30739884	1	30739884	-0.937034550628562
1_30742517	1	30742517	-0.629956299485637
1_30757685	1	30757685	-1.37497172790948
1_30874301	1	30874301	-1.26947496382888
1_30874473	1	30874473	-0.999385800461138
1_30876642	1	30876642	-1.37815429098892
1_30876795	1	30876795	-1.33832212691187
1_30876830	1	30876830	-0.749255227857982
1_30878663	1	30878663	-1.84236463224946
1_30909654	1	30909654	-1.25529754320338
1_30941922	1	30941922	-1.07863664259212
1_30941991	1	30941991	-1.13624968995502
1_30950129	1	30950129	-1.04950927988697
1_30953968	1	30953968	-0.961009128748082
1_30966025	1	30966025	-1.14701473570499
1_30967246	1	30967246	-1.08391931067281
1_31059263	1	31059263	-1.04499379876448
1_31296713	1	31296713	-0.933438727052182
1_31369473	1	31369473	-1.17407374792941
1_31425387	1	31425387	-0.521997051349718
1_31425792	1	31425792	-0.84068805444208
1_31425840	1	31425840	-0.906624831052847
1_31429432	1	31429432	-1.02913314385519
1_31429510	1	31429510	-0.771975304358065
1_31433168	1	31433168	-0.845975885801842
1_31576525	1	31576525	-1.09390339924543
1_31619303	1	31619303	-0.653330807859446
1_31623564	1	31623564	-0.725181092879124
1_31623620	1	31623620	-0.833375849022209
1_31623729	1	31623729	-1.05576827035866
1_31630664	1	31630664	-1.26793279902048
1_31635482	1	31635482	-0.787572159409084
1_31653660	1	31653660	-0.736642231245785
1_31683335	1	31683335	-0.941900305800378
1_31684000	1	31684000	-0.595097542273986
1_31692475	1	31692475	-1.16727658557565
1_31692783	1	31692783	-0.948298076998528
1_31698526	1	31698526	-1.01813589162746
1_31699894	1	31699894	-0.411093575126127
1_31728043	1	31728043	-0.973609165527716
1_31728189	1	31728189	-0.785781103883096
1_31730905	1	31730905	-1.33901589708196
1_31732535	1	31732535	-0.558981581023867
1_31735872	1	31735872	-1.38078454703359
1_31739355	1	31739355	-0.406690840276321
1_31739579	1	31739579	-1.1719059112467
1_31756423	1	31756423	-0.623452779647977
1_31798590	1	31798590	-0.87151097790898
1_31798685	1	31798685	-1.37965788157931
1_31798697	1	31798697	-1.50188614099032
1_31798736	1	31798736	-1.1719059112467
1_31814028	1	31814028	-1.37604662802693
1_31814270	1	31814270	-1.13237754706006
1_31814922	1	31814922	-0.606916058087569
1_31815206	1	31815206	-1.1058760409115
1_32014322	1	32014322	-0.93163197034655
1_32102548	1	32102548	-0.464793794839889
1_32180465	1	32180465	-1.06475705358591
1_32181634	1	32181634	-0.785521836196013
1_32181675	1	32181675	-1.12561225897277
1_32202008	1	32202008	-0.922534980933447
1_32205963	1	32205963	-0.684512463107726
1_32211803	1	32211803	-0.582941479968048
1_32247598	1	32247598	-0.596403739774611
1_32274792	1	32274792	-0.982542290297723
1_32274963	1	32274963	-0.632998891209255
1_32275960	1	32275960	-0.944290853225372
1_32329133	1	32329133	-0.685097853678098
1_32361843	1	32361843	-0.846937362039287
1_32363660	1	32363660	-0.814619641766559
1_32368540	1	32368540	-0.928094506275347
1_32369233	1	32369233	-0.887452521778001
1_32383932	1	32383932	-0.785031457183512
1_32471059	1	32471059	-0.86982262775621
1_32471206	1	32471206	-0.920838690272548
1_32471539	1	32471539	-1.19824005906016
1_32471552	1	32471552	-1.0520832235508
1_32485118	1	32485118	-1.31946309966056
1_32485180	1	32485180	-0.927253529835976
1_32593069	1	32593069	-0.952547549999886
1_32593471	1	32593471	-0.64234002394147
1_32595121	1	32595121	-0.687911039569591
1_32695266	1	32695266	-0.508940898524271
1_32695307	1	32695307	-0.407211011560445
1_32695311	1	32695311	-0.426839818309378
1_32695558	1	32695558	-0.817299294867555
1_32695611	1	32695611	-0.977444422658045
1_32695801	1	32695801	-0.598643701472504
1_32767897	1	32767897	-0.646444422274207
1_32770040	1	32770040	-1.22263671336763
1_32770346	1	32770346	-0.989206020578734
1_32770882	1	32770882	-0.63447178060813
1_32771089	1	32771089	-0.875068797322169
1_32771806	1	32771806	-0.771975304358065
1_32781106	1	32781106	-0.807599214088787
1_32782431	1	32782431	-0.906624831052847
1_32811055	1	32811055	-1.34081813971594
1_32895376	1	32895376	-1.69797472291429
1_32936941	1	32936941	-1.07005665729106
1_32964396	1	32964396	-0.815044026249951
1_33013271	1	33013271	-1.24590649269048
1_33013276	1	33013276	-1.17052468084834
1_33013287	1	33013287	-1.05925725643854
1_33013299	1	33013299	-1.02351407135403
1_33013304	1	33013304	-1.03694751443335
1_33013358	1	33013358	-0.785521836196013
1_33021406	1	33021406	-1.45209503811956
1_33083043	1	33083043	-0.286548477187824
1_33096715	1	33096715	-0.787572159409084
1_33098229	1	33098229	-0.612908818390447
1_33147414	1	33147414	-0.626777388818129
1_33147453	1	33147453	-0.612497090350869
1_33147603	1	33147603	-1.13810320315596
1_33159822	1	33159822	-1.30924106304793
1_33164319	1	33164319	-0.975508698443197
1_33295200	1	33295200	-0.595097542273986
1_33307191	1	33307191	-0.994367725694513
1_33307279	1	33307279	-1.45269678788465
1_33312577	1	33312577	-0.958853439081575
1_33354432	1	33354432	-0.816369423716519
1_33367332	1	33367332	-0.969012151417619
1_33479392	1	33479392	-0.854437464550038
1_33491143	1	33491143	-0.863123192416261
1_33491530	1	33491530	-0.887452521778001
1_33493566	1	33493566	-1.17860056382071
1_33494360	1	33494360	-0.745980095825121
1_33494462	1	33494462	-0.447540353860128
1_33494468	1	33494468	-0.434940317080495
1_33519577	1	33519577	-0.912152962406325
1_33527212	1	33527212	-0.514177546890419
1_33537576	1	33537576	-0.619972210913015
1_33542889	1	33542889	-1.14394408174502
1_33546092	1	33546092	-0.87151097790898
1_33567673	1	33567673	-0.892269538075777
1_33569530	1	33569530	-0.638708773494601
1_33571585	1	33571585	-1.00330085046452
1_33572614	1	33572614	-0.953305069072627
1_33600906	1	33600906	-0.738808440422866
1_33602514	1	33602514	-0.576055094382808
1_33605921	1	33605921	-1.10128292961103
1_33605925	1	33605925	-1.07940382955031
1_33625079	1	33625079	-1.34388165225378
1_33625151	1	33625151	-1.41705879751679
1_33646691	1	33646691	-0.691055308974498
1_33646703	1	33646703	-0.796222850604743
1_33662990	1	33662990	-1.13572357494005
1_33724288	1	33724288	-0.771975304358065
1_33724638	1	33724638	-0.885931493655151
1_33725350	1	33725350	-1.22128270572166
1_33743347	1	33743347	-1.1715827630673
1_33772682	1	33772682	-1.02781420878766
1_33804858	1	33804858	-0.972508291730774
1_33819780	1	33819780	-0.476968508785991
1_33935852	1	33935852	-1.26767046698213
1_33935953	1	33935953	-1.47241502249916
1_34164939	1	34164939	-0.895964021633519
1_34165803	1	34165803	-1.21823153424763
1_34197235	1	34197235	-1.20493471163417
1_34197345	1	34197345	-0.605325434948614
1_34197346	1	34197346	-0.658764693910074
1_34197543	1	34197543	-0.859438145608405
1_34197546	1	34197546	-0.754273302624606
1_34197607	1	34197607	-0.608476572075186
1_34197802	1	34197802	-0.66763864454333
1_34202127	1	34202127	-1.71820404791708
1_34212214	1	34212214	-0.909478828108
1_34757474	1	34757474	-0.92776997696549
1_34757744	1	34757744	-0.923978397803115
1_34757760	1	34757760	-1.28654847718782
1_34761363	1	34761363	-1.37965788157931
1_34761705	1	34761705	-0.789048817717007
1_34761761	1	34761761	-1.27447564488725
1_34785239	1	34785239	-0.443352556896695
1_34785342	1	34785342	-0.892990705319431
1_34785360	1	34785360	-0.521997051349718
1_34785560	1	34785560	-0.970520983740146
1_34794345	1	34794345	-0.613277558339007
1_34794465	1	34794465	-0.383904852679491
1_34794627	1	34794627	-0.508940898524271
1_34794762	1	34794762	-0.535907946124541
1_34855641	1	34855641	-0.975067169735577
1_34900088	1	34900088	-0.894832052143599
1_34904466	1	34904466	-0.902035844922438
1_34905347	1	34905347	-0.608476572075186
1_34981997	1	34981997	-0.787916848227087
1_34987385	1	34987385	-1.39278300402594
1_34988277	1	34988277	-0.666793067666009
1_35011008	1	35011008	-0.716833750165604
1_35115105	1	35115105	-0.0897156022819942
1_35190780	1	35190780	-1.03500971019186
1_35191452	1	35191452	-1.16429272713683
1_35192408	1	35192408	-1.01298340386186
1_35192984	1	35192984	-0.861612516842742
1_35269083	1	35269083	-1.04282921465116
1_35385456	1	35385456	-0.976795096246563
1_35388977	1	35388977	-0.648103646195897
1_35398970	1	35398970	-0.944290853225372
1_35435014	1	35435014	-0.811503668544703
1_35454378	1	35454378	-1.01990281780165
1_35479179	1	35479179	-0.694807443835605
1_35506648	1	35506648	-0.787242061011376
1_35574218	1	35574218	-0.899730851556438
1_35574263	1	35574263	-0.832857546505088
1_35574294	1	35574294	-0.939085290193324
1_35590642	1	35590642	-0.293928007553421
1_35590655	1	35590655	-0.552662275953589
1_35609305	1	35609305	-1.07263478249178
1_35715921	1	35715921	-1.12952730897615
1_35716212	1	35716212	-0.849977816359338
1_35716241	1	35716241	-1.03221107683919
1_35736984	1	35736984	-0.302490021056845
1_35760907	1	35760907	-0.453445785932568
1_35762000	1	35762000	-0.710574759693922
1_35765310	1	35765310	-0.689513144166092
1_35769854	1	35769854	-0.757178302429985
1_35831448	1	35831448	-1.28442530529485
1_35841300	1	35841300	-0.91190556550254
1_35850970	1	35850970	-0.67467810300315
1_35893231	1	35893231	-0.847639574290137
1_35917652	1	35917652	-0.961453103221778
1_36088007	1	36088007	-0.882399294051716
1_36098196	1	36098196	-1.08563578326183
1_36098544	1	36098544	-1.03825536969551
1_36098874	1	36098874	-1.24731331390472
1_36099217	1	36099217	-0.557236455565052
1_36100138	1	36100138	-0.394608223045277
1_36100221	1	36100221	-0.520436537362101
1_36100236	1	36100236	-0.526862806521534
1_36138126	1	36138126	-0.806463680743356
1_36171234	1	36171234	-0.440353813266859
1_36174915	1	36174915	-0.861612516842742
1_36174941	1	36174941	-0.927253529835976
1_36176384	1	36176384	-0.809943154557086
1_36176573	1	36176573	-0.919728924801757
1_36176819	1	36176819	-0.838470716144972
1_36178128	1	36178128	-1.19728113909074
1_36178182	1	36178182	-1.1208704468457
1_36286551	1	36286551	-1.21558195583368
1_36286809	1	36286809	-1.21943428132929
1_36286835	1	36286835	-1.27721061260849
1_36286914	1	36286914	-1.52488244239329
1_36287086	1	36287086	-0.340818139715945
1_36289183	1	36289183	-0.694807443835605
1_36303969	1	36303969	-1.01433614192711
1_36304011	1	36304011	-1.10318121283344
1_36306693	1	36306693	-1.05461426813137
1_36306860	1	36306860	-1.27976994455676
1_36307804	1	36307804	-0.890156730706379
1_36320086	1	36320086	-1.00392203240776
1_36320254	1	36320254	-0.903219837636318
1_36320702	1	36320702	-1.19824005906016
1_36320920	1	36320920	-1.31846365726459
1_36321073	1	36321073	-1.06859231071624
1_36322422	1	36322422	-0.81428610921603
1_36322499	1	36322499	-0.763847423474665
1_36341880	1	36341880	-0.826423088380442
1_36344125	1	36344125	-1.28654847718782
1_36355296	1	36355296	-0.845975885801842
1_36393886	1	36393886	-1.07153558621697
1_36420516	1	36420516	-0.640730771079812
1_36422212	1	36422212	-0.826423088380442
1_36423404	1	36423404	-0.465548303010891
1_36423424	1	36423424	-0.478244101301355
1_36428367	1	36428367	-0.619972210913015
1_36462126	1	36462126	-0.896520402296369
1_36466671	1	36466671	-1.10639434342862
1_36467597	1	36467597	-1.15306547171357
1_36471458	1	36471458	-1.23910131478536
1_36472668	1	36472668	-1.17052468084834
1_36806177	1	36806177	-1.50503644406836
1_36880827	1	36880827	-1.34183091268901
1_37480305	1	37480305	-0.89127423273041
1_37480355	1	37480355	-1.18701280363691
1_37483311	1	37483311	-0.508940898524271
1_37483335	1	37483335	-0.529774401941437
1_37540523	1	37540523	-0.914933258200108
1_37554146	1	37554146	-1.37287934894824
1_37557715	1	37557715	-1.11592970557543
1_37562136	1	37562136	-1.00000326036395
1_37562170	1	37562170	-0.736351394627344
1_37581516	1	37581516	-1.30963209030086
1_37582298	1	37582298	-0.420809988245606
1_37582903	1	37582903	-1.075367447808
1_37612889	1	37612889	-0.86927250571298
1_37613845	1	37613845	-1.21676014703096
1_37683404	1	37683404	-0.771975304358065
1_37689647	1	37689647	-0.693972792356792
1_37719975	1	37719975	-0.862577853138972
1_37723064	1	37723064	-0.644740116061957
1_37723068	1	37723068	-0.574294636518371
1_37723076	1	37723076	-0.574294636518371
1_37762036	1	37762036	-1.78692564582404
1_37765027	1	37765027	-1.11511988515512
1_37799789	1	37799789	-0.694807443835605
1_37799950	1	37799950	-0.398160467805734
1_37808172	1	37808172	-0.715391775991698
1_37809050	1	37809050	-0.545699448534389
1_37822555	1	37822555	-0.48246868716308
1_37857455	1	37857455	-1.08183056694485
1_37866698	1	37866698	-1.02088860194721
1_37873123	1	37873123	-0.91782617082152
1_37882834	1	37882834	-1.05027646684517
1_37885661	1	37885661	-0.935474036640945
1_37931669	1	37931669	-0.349520333516739
1_37931824	1	37931824	-0.956399875495493
1_37931829	1	37931829	-0.893965828736676
1_37940698	1	37940698	-1.25260114526449
1_37984238	1	37984238	-0.682707966260978
1_37997832	1	37997832	-1.40202569460776
1_37998996	1	37998996	-1.1009238269232
1_38046441	1	38046441	-0.933726374354677
1_38055579	1	38055579	-0.542493458235298
1_38845945	1	38845945	-0.660329948529156
1_38873777	1	38873777	-0.865084708749547
1_38874610	1	38874610	-0.575578091554562
1_38874935	1	38874935	-1.05995606732209
1_38886599	1	38886599	-0.782099521631773
1_38895983	1	38895983	-0.534936107057216
1_38919037	1	38919037	-0.643241990235862
1_38919154	1	38919154	-0.832096296795636
1_38929435	1	38929435	-0.958853439081575
1_39001054	1	39001054	-1.01861527194119
1_39034452	1	39034452	-0.678865899966584
1_39251920	1	39251920	0.314612380638026
1_39268766	1	39268766	0.291034493167735
1_39268785	1	39268785	0.228024695641935
1_39268923	1	39268923	0.396147454450262
1_39269422	1	39269422	0.099126962459677
1_39283249	1	39283249	-0.00966686207739584
1_39315649	1	39315649	0.377601051692445
1_39317353	1	39317353	0.376888081556417
1_39327259	1	39327259	-1.11592970557543
1_39331383	1	39331383	-1.42178894942919
1_39332084	1	39332084	-0.961799863238083
1_39333095	1	39333095	-0.935474036640945
1_39333159	1	39333159	-0.582704953196326
1_39333274	1	39333274	-0.905831051092856
1_39334015	1	39334015	-0.867734287163496
1_39334451	1	39334451	-1.25964060372431
1_39334583	1	39334583	-1.14543369988551
1_39335409	1	39335409	-0.771975304358065
1_39336009	1	39336009	-0.91805356384601
1_39353067	1	39353067	-1.00577248896676
1_39358747	1	39358747	-1.26072248981992
1_39358753	1	39358753	-1.12561225897277
1_39368154	1	39368154	-0.921722423862747
1_39372528	1	39372528	-0.602050302915753
1_39387968	1	39387968	-0.726171614744941
1_39387969	1	39387969	-0.736642231245785
1_39388330	1	39388330	-0.758300367460989
1_39410749	1	39410749	-0.805922636281403
1_39411381	1	39411381	-0.970956339084461
1_39411783	1	39411783	-1.34747747583016
1_39411842	1	39411842	-0.925221564653747
1_39412157	1	39412157	-1.21419763296314
1_39413699	1	39413699	-0.588111111957879
1_39413733	1	39413733	-0.5558418734933
1_39413740	1	39413740	-0.568044418869154
1_39414228	1	39414228	-1.05315705690212
1_39414341	1	39414341	-0.65751657977315
1_39414347	1	39414347	-0.630799241397371
1_39442758	1	39442758	-1.14812379024331
1_39442834	1	39442834	-1.07237023769579
1_39442908	1	39442908	-0.771975304358065
1_39448691	1	39448691	-1.14853865582227
1_39455054	1	39455054	-0.405847405560168
1_39484705	1	39484705	-1.12304974490494
1_39485571	1	39485571	-0.976333802864252
1_39490042	1	39490042	-0.488182338357474
1_39491029	1	39491029	-0.907490275014546
1_39491147	1	39491147	-0.764885879571746
1_39491676	1	39491676	-0.86927250571298
1_39491695	1	39491695	-0.81194171167571
1_39491997	1	39491997	-1.12952730897615
1_39522423	1	39522423	-1.40348039101625
1_39522427	1	39522427	-1.39582681847282
1_39568900	1	39568900	-1.41583149413279
1_39571272	1	39571272	-0.653330807859446
1_39626555	1	39626555	-1.18006004299514
1_39626999	1	39626999	-1.0628765036248
1_39659132	1	39659132	-0.53096720485427
1_39659405	1	39659405	-0.895357719863347
1_39661178	1	39661178	-0.64949129783307
1_39663394	1	39663394	-1.11389487443289
1_39666115	1	39666115	-0.892269538075777
1_39748976	1	39748976	-1.00145715048083
1_39753350	1	39753350	-0.678865899966584
1_39760462	1	39760462	-1.0745380743785
1_39763696	1	39763696	-0.665060100441554
1_39764664	1	39764664	-0.820884904839012
1_39850216	1	39850216	-0.356937805079222
1_39876102	1	39876102	-0.86927250571298
1_39900875	1	39900875	-0.575832782179442
1_39900976	1	39900976	-0.808969511840267
1_39965929	1	39965929	-0.849977816359338
1_39966857	1	39966857	-1.12811911458334
1_40059439	1	40059439	-0.646444422274207
1_40069724	1	40069724	-0.788654045504696
1_40072766	1	40072766	-1.17723178284432
1_40073070	1	40073070	-0.786050489569788
1_40073382	1	40073382	-1.0378693643311
1_40094014	1	40094014	-0.944442500362831
1_40195691	1	40195691	-0.746440212250928
1_40235998	1	40235998	-1.21108693861577
1_40236559	1	40236559	-0.970755168472563
1_40236670	1	40236670	-1.4523573701579
1_40236898	1	40236898	-0.479794552864755
1_40237768	1	40237768	-0.868548564053118
1_40239121	1	40239121	-0.885185914806056
1_40239588	1	40239588	-0.91684893374501
1_40239727	1	40239727	-1.16429272713683
1_40239906	1	40239906	-0.789253295789901
1_40251390	1	40251390	-1.06659605324969
1_40251472	1	40251472	-0.781561353187263
1_40286005	1	40286005	-0.905558458736657
1_40292553	1	40292553	-1.03500971019186
1_40301233	1	40301233	-0.984519939738166
1_40303183	1	40303183	-1.0520832235508
1_40304805	1	40304805	-1.23910131478536
1_40307447	1	40307447	-0.474589393733494
1_40307478	1	40307478	-0.591403058716244
1_40312128	1	40312128	-1.08775117226383
1_40312601	1	40312601	-1.14478456824761
1_40315645	1	40315645	-0.853505189854664
1_40317167	1	40317167	-1.05827948951471
1_40362409	1	40362409	-1.14812379024331
1_40415369	1	40415369	-0.696424271350889
1_40462641	1	40462641	-0.681209840434883
1_40462736	1	40462736	-0.893965828736676
1_40463297	1	40463297	-0.721349231288097
1_40463348	1	40463348	-0.386685148473274
1_40463405	1	40463405	-0.661792386607642
1_40463415	1	40463415	-0.717113369323547
1_40463433	1	40463433	-0.760834746752865
1_40479395	1	40479395	-0.443352556896695
1_40481789	1	40481789	-0.819281019136422
1_40489599	1	40489599	-0.740266444630727
1_40514887	1	40514887	-0.861242642455153
1_40515043	1	40515043	-1.11592970557543
1_40515059	1	40515059	-1.10984494311445
1_40515154	1	40515154	-0.670691968520884
1_40515558	1	40515558	-1.39256171480994
1_40546913	1	40546913	-0.596125468958648
1_40547054	1	40547054	-0.994367725694513
1_40547175	1	40547175	-0.575832782179442
1_40547343	1	40547343	-0.958853439081575
1_40547454	1	40547454	-0.909478828108
1_40628905	1	40628905	-0.938872613102809
1_40730584	1	40730584	-0.813795480052693
1_40735585	1	40735585	-1.38579266775141
1_40735699	1	40735699	-0.750601653565498
1_40735729	1	40735729	-0.593005163312746
1_40819881	1	40819881	-1.00546543457784
1_40861801	1	40861801	-0.812617288855411
1_40862101	1	40862101	-0.549582883021617
1_41003994	1	41003994	-1.20807441916474
1_41004063	1	41004063	-0.656498086938129
1_41009515	1	41009515	-0.754487877629224
1_41017656	1	41017656	-0.615856102440783
1_41017698	1	41017698	-0.823814235877683
1_41020244	1	41020244	-1.10539903808326
1_41020489	1	41020489	-0.927253529835976
1_41381797	1	41381797	-0.479794552864755
1_41382170	1	41382170	-0.771975304358065
1_41382388	1	41382388	-0.602050302915753
1_41382624	1	41382624	-1.28654847718782
1_41484167	1	41484167	-0.876311964172801
1_41484592	1	41484592	-1.17251323394179
1_41484641	1	41484641	-1.04377991981959
1_41510546	1	41510546	-1.00463606114834
1_41510639	1	41510639	-0.726171614744941
1_41510659	1	41510659	-0.648400619239533
1_41510674	1	41510674	-0.69573971853098
1_41510735	1	41510735	-0.882619368042058
1_41510904	1	41510904	-0.889332254996224
1_41510950	1	41510950	-0.760834746752865
1_41511056	1	41511056	-0.838064494815838
1_41512895	1	41512895	-1.13875763502969
1_41513179	1	41513179	-1.29706634910182
1_41513492	1	41513492	-1.10984494311445
1_41518408	1	41518408	-0.853769395521713
1_41557121	1	41557121	-1.00644055799509
1_41557128	1	41557128	-1.06415605585138
1_41580070	1	41580070	-0.85603956914654
1_41580814	1	41580814	-0.630799241397371
1_41580820	1	41580820	-0.606551695150694
1_41581141	1	41581141	-1.01590088724415
1_41582179	1	41582179	-1.92083869027255
1_41582286	1	41582286	-1.04830653280532
1_41582451	1	41582451	-0.909478828108
1_41583074	1	41583074	-0.771975304358065
1_41583751	1	41583751	-1.08775117226383
1_41583871	1	41583871	-1.25991335068436
1_41584346	1	41584346	-1.08684864171148
1_41584384	1	41584384	-1.03756541509562
1_41584540	1	41584540	-1.19824005906016
1_41584695	1	41584695	-0.756545263788459
1_41628789	1	41628789	-0.476519420831894
1_42163505	1	42163505	-1.46970573524117
1_42191523	1	42191523	-0.73133331986072
1_42227926	1	42227926	-0.807599214088787
1_42278543	1	42278543	-1.01590088724415
1_42280304	1	42280304	-0.771975304358065
1_42414845	1	42414845	-0.982193011748411
1_42414920	1	42414920	-0.816369423716519
1_42430770	1	42430770	-1.19047665894048
1_42436471	1	42436471	-0.944811901220281
1_42450056	1	42450056	-0.949513489910253
1_42456601	1	42456601	-1.20081860316194
1_42456874	1	42456874	-0.909478828108
1_42497141	1	42497141	-0.911526656756859
1_42529631	1	42529631	-1.20607113945259
1_42541321	1	42541321	-1.02114705681011
1_42566649	1	42566649	-0.988293211284829
1_42566656	1	42566656	-1.05490926762956
1_42577032	1	42577032	-0.909478828108
1_42577096	1	42577096	-0.771975304358065
1_42581386	1	42581386	-1.26673999610764
1_42653990	1	42653990	-0.961009128748082
1_42665982	1	42665982	-1.17307361267904
1_42734351	1	42734351	-0.86927250571298
1_42735943	1	42735943	-0.631797646309805
1_42738532	1	42738532	-1.08983373493638
1_42746620	1	42746620	-0.899087222261405
1_42746793	1	42746793	-1.1301669432322
1_42748226	1	42748226	-1.27240429486755
1_42752326	1	42752326	-0.972508291730774
1_42754930	1	42754930	-0.551376164844668
1_42767016	1	42767016	-1.00603064322009
1_42767380	1	42767380	-0.95906085695856
1_42774765	1	42774765	-0.807599214088787
1_42775230	1	42775230	-0.811503668544703
1_42775327	1	42775327	-0.703588329377815
1_42830820	1	42830820	-0.81777899397119
1_42842579	1	42842579	-0.409405224973357
1_42842692	1	42842692	-0.680552276594471
1_42842696	1	42842696	-0.73133331986072
1_42843052	1	42843052	-1.0520832235508
1_42927148	1	42927148	-0.838470716144972
1_42927713	1	42927713	-0.759264252608511
1_42929216	1	42929216	-0.933438727052182
1_42930743	1	42930743	-0.460031298043325
1_43171575	1	43171575	-1.0051744806511
1_43181753	1	43181753	-1.14281299972637
1_43183663	1	43183663	-0.857948527467918
1_43183665	1	43183665	-0.855116539658311
1_43183722	1	43183722	-1.21254789574405
1_43183837	1	43183837	-1.44335255689669
1_43186771	1	43186771	-0.339659813647386
1_43198547	1	43198547	-1.16154211612079
1_43209796	1	43209796	-0.885433354141349
1_43209829	1	43209829	-0.840146806999645
1_43222263	1	43222263	-1.31713679702125
1_43227015	1	43227015	-1.28654847718782
1_43234540	1	43234540	-0.723065703877119
1_43305342	1	43305342	-0.716833750165604
1_43308924	1	43308924	-1.26072248981992
1_43319285	1	43319285	-0.929516581344545
1_43338020	1	43338020	-0.977444422658045
1_43338136	1	43338136	-1.14120911402378
1_43339556	1	43339556	-0.909478828108
1_43346584	1	43346584	-0.783947946024141
1_43349863	1	43349863	-0.969914681969974
1_43359973	1	43359973	-0.975508698443197
1_43420823	1	43420823	-1.41057576868129
1_43426518	1	43426518	-1.22654116782355
1_43431072	1	43431072	-1.31740944089258
1_43437684	1	43437684	-0.961009128748082
1_43438763	1	43438763	-0.955197128413835
1_43440487	1	43440487	-1.05802636291683
1_43441225	1	43441225	-1.12112486798045
1_43445978	1	43445978	-0.887452521778001
1_43445992	1	43445992	-1.00392203240776
1_43448238	1	43448238	-1.47824410130135
1_43451966	1	43451966	-0.771975304358065
1_43452217	1	43452217	-0.525814717088667
1_43578904	1	43578904	-0.62612443789461
1_43591135	1	43591135	-1.1286688174061
1_43597837	1	43597837	-0.972508291730774
1_43603678	1	43603678	-1.3213138953485
1_43603717	1	43603717	-1.31846365726459
1_43606395	1	43606395	-0.957841849669399
1_43617836	1	43617836	-0.849977816359338
1_43619068	1	43619068	-0.476519420831894
1_43620119	1	43620119	-0.668470728604205
1_43621160	1	43621160	-0.747313250123796
1_43653223	1	43653223	-0.975847637723715
1_43669229	1	43669229	-0.865084708749547
1_43671586	1	43671586	-1.20736144902871
1_43671620	1	43671620	-1.51740247727247
1_43688980	1	43688980	-0.412432917670925
1_43690871	1	43690871	-0.411093575126127
1_43697944	1	43697944	-0.717527520335689
1_43920904	1	43920904	-0.663040932804901
1_43921507	1	43921507	-0.34229102911482
1_43921556	1	43921556	-0.644219757159692
1_43921681	1	43921681	-0.675299284946391
1_43921683	1	43921683	-0.675299284946391
1_43935670	1	43935670	-0.501327714414396
1_43935712	1	43935712	-0.517791816106537
1_43949704	1	43949704	-1.0071917660521
1_43949752	1	43949752	-1.17052468084834
1_43956695	1	43956695	-1.24146058765929
1_43970233	1	43970233	-1.03500971019186
1_43970795	1	43970795	-1.16931080190345
1_43971626	1	43971626	-0.806740722518742
1_43977258	1	43977258	-0.873513330820127
1_43981825	1	43981825	-0.862173113329643
1_43985562	1	43985562	-1.6121948603213
1_43992420	1	43992420	-0.771975304358065
1_43998167	1	43998167	-0.984969027692263
1_44000934	1	44000934	-0.544564808254993
1_44000938	1	44000938	-0.497115463127482
1_44008426	1	44008426	-0.901258321303032
1_44008545	1	44008545	-0.579330226415669
1_44129375	1	44129375	-0.71950788446393
1_44129441	1	44129441	-0.849977816359338
1_44129852	1	44129852	-1.1715827630673
