	Chromosome	Position	28RT_T1_vs_28RT_PBMC.tumour
6_43629101	6	43629101	-0.324164579907095
6_43650410	6	43650410	-0.0278371245742111
6_43671896	6	43671896	-0.114184394830667
6_43678518	6	43678518	0.36121497205198
6_43768652	6	43768652	-0.159342855950516
6_43770057	6	43770057	0.486973966246503
6_43770613	6	43770613	0.0214310735473476
6_43774842	6	43774842	-0.0549198125827672
6_43778432	6	43778432	0.0838521738861025
6_43784799	6	43784799	0.0508748514398297
6_44000675	6	44000675	0.14663383424526
6_44002802	6	44002802	0.0683622781686706
6_44002921	6	44002921	-0.262283033819801
6_44002982	6	44002982	-0.0915694135803757
6_44003121	6	44003121	-0.305268958785446
6_44113981	6	44113981	0.366650719345597
6_44126005	6	44126005	-0.239715276914526
6_44135350	6	44135350	0.578806407124607
6_44146895	6	44146895	0.0219234777437006
6_44149870	6	44149870	0.225961557997921
6_44149927	6	44149927	0.0915168359371755
6_44169963	6	44169963	0.298802364883415
6_44180084	6	44180084	0.4761806861725
6_44183018	6	44183018	-0.171517569896618
6_44183753	6	44183753	0.346765085425669
6_44217562	6	44217562	0.0508748514398297
6_44217575	6	44217575	0.206525721900024
6_44228255	6	44228255	0.497131081329394
6_44235246	6	44235246	0.507732526413301
6_44250383	6	44250383	-0.028978456249385
6_44251080	6	44251080	0.217772160184574
6_44251089	6	44251089	0.176405733523688
6_44252189	6	44252189	-0.169090832502078
6_44253579	6	44253579	0.268779881783964
6_44255273	6	44255273	0.345057955844288
6_44260073	6	44260073	0.398798154860136
6_44264996	6	44264996	-0.647469448699069
6_44265479	6	44265479	0.000601644958605996
6_44265525	6	44265525	-0.165162074856795
6_44265714	6	44265714	0.0860642799021298
6_44275453	6	44275453	0.326509294053257
6_44282202	6	44282202	0.336277070302078
6_44282478	6	44282478	0.211339523633076
6_44286028	6	44286028	0.27065605931974
6_44286254	6	44286254	0.18719632265261
6_44286369	6	44286369	0.297967713404602
6_44286377	6	44286377	0.208939697672081
6_44286413	6	44286413	0.158790190606717
6_44287722	6	44287722	-0.147670827942251
6_44287814	6	44287814	0.241206063543979
6_44301434	6	44301434	-0.196039889030687
6_44302452	6	44302452	0.141387144345272
6_44304736	6	44304736	0.147090166699133
6_44305689	6	44305689	0.23931994085294
6_44306384	6	44306384	0.0363752817447144
6_44343117	6	44343117	0.581389568138609
6_44368485	6	44368485	-0.0415713973247654
6_44370054	6	44370054	0.354655599616933
6_44396348	6	44396348	0.107905796476209
6_44403977	6	44403977	0.14603208448017
6_44426685	6	44426685	0.0745261195044749
6_44445726	6	44445726	0.0662228157732657
6_44954513	6	44954513	0.0118807198239659
6_44954562	6	44954562	-0.008018837613739
6_45321796	6	45321796	0.191737387279679
6_45365236	6	45365236	0.330982770632565
6_45422774	6	45422774	0.159809222992993
6_45913787	6	45913787	0.130309318934235
6_45914325	6	45914325	-0.232918114560762
6_46079721	6	46079721	0.279900365108725
6_46140015	6	46140015	0.223514237579178
6_46141195	6	46141195	-0.0791856891245433
6_46161608	6	46161608	0.141072660411408
6_46167546	6	46167546	0.214373583722709
6_46167752	6	46167752	0.0209216293382019
6_46168147	6	46168147	0.211339523633076
6_46168247	6	46168247	0.326509294053257
6_46456965	6	46456965	-0.000655449200252439
6_46596080	6	46596080	0.0735949279399131
6_46642168	6	46642168	-0.04768898304376
6_46652503	6	46652503	0.0709126046763746
6_46652534	6	46652534	-0.0372560588388354
6_46655916	6	46655916	0.181271488695504
6_46656031	6	46656031	0.289661711026946
6_46664857	6	46664857	0.128877363441103
6_46668782	6	46668782	0.465912350718673
6_46689320	6	46689320	-0.167548667693673
6_46689384	6	46689384	-0.038623299399273
6_46690513	6	46690513	-0.210085226156106
6_46691168	6	46691168	0.227372506805628
6_46691358	6	46691358	0.186034434721465
6_46691703	6	46691703	0.522943295755052
6_46691934	6	46691934	0.271562966564029
6_46692043	6	46692043	-0.0654492665274023
6_46692174	6	46692174	-0.0578314080026705
6_46692354	6	46692354	0.07596583240266
6_46692423	6	46692423	0.236089723906737
6_46692579	6	46692579	0.0312460446908972
6_46692899	6	46692899	0.0735949279399131
6_46693006	6	46693006	0.12328334696788
6_46693742	6	46693742	-0.131603200345567
6_46693751	6	46693751	-0.217941906987971
6_46694095	6	46694095	0.461807952385937
6_46716485	6	46716485	0.00536019218746099
6_46758763	6	46758763	-0.0746560306440293
6_46758897	6	46758897	0.224904251214878
6_46793458	6	46793458	-0.232518642028543
6_46833086	6	46833086	0.247911698499383
6_46833334	6	46833334	0.143984255831311
6_46833355	6	46833355	0.0374543356775079
6_46858771	6	46858771	0.062652019216183
6_46859173	6	46859173	-0.265598813355425
6_46859242	6	46859242	0.0158279043406288
6_46863050	6	46863050	-0.0308089461538784
6_46865076	6	46865076	-0.192396299572534
6_46866948	6	46866948	0.41162219521772
6_46868999	6	46868999	0.118778915941633
6_46869022	6	46869022	0.0508748514398297
6_46869270	6	46869270	0.0508748514398297
6_46882092	6	46882092	0.259274000696778
6_46883598	6	46883598	-0.0140805904009402
6_47007284	6	47007284	0.0255637629106422
6_47008999	6	47008999	0.143984255831311
6_47009028	6	47009028	0.0867944256947721
6_47009076	6	47009076	-0.107822894579229
6_47009188	6	47009188	0.130492019503198
6_47009541	6	47009541	0.256623516656406
6_47009722	6	47009722	0.115969879661715
6_47009984	6	47009984	0.172181147661963
6_47010113	6	47010113	0.286687788538599
6_47010158	6	47010158	0.288738681538718
6_47012041	6	47012041	0.127110437266915
6_47020740	6	47020740	0.32865584264281
6_47253340	6	47253340	-0.0278371245742111
6_47267922	6	47267922	0.0508748514398297
6_47284022	6	47284022	0.194840625819461
6_47286508	6	47286508	-0.244131944132244
6_47503317	6	47503317	0.229472154896593
6_47522258	6	47522258	0.188378375189765
6_47533655	6	47533655	0.0418297118368228
6_47574158	6	47574158	0.0887430370302728
6_47595933	6	47595933	0.390724854324454
6_47595956	6	47595956	0.412141094277693
6_47624205	6	47624205	0.221759410643415
6_47656503	6	47656503	-0.0765044550363979
6_47656563	6	47656563	-0.165162074856795
6_47656574	6	47656574	-0.294260634608858
6_47659097	6	47659097	0.0918051154947118
6_47678991	6	47678991	0.192050914400524
6_47678993	6	47678993	0.163349580698242
6_47679012	6	47679012	0.0709126046763746
6_47679106	6	47679106	0.0819017470604542
6_47681354	6	47681354	0.207600355127283
6_47681440	6	47681440	0.0720913373495254
6_47681486	6	47681486	0.0508748514398297
6_47681529	6	47681529	0.099784451920776
6_47681837	6	47681837	0.201553763937498
6_47681838	6	47681838	0.225205032002143
6_47681958	6	47681958	0.127690448490661
6_47682460	6	47682460	0.319070962389403
6_47685893	6	47685893	0.311999667264992
6_47687006	6	47687006	0.209378673802317
6_47712410	6	47712410	0.220799852882142
6_47713828	6	47713828	0.105322635462206
6_47713975	6	47713975	0.185804431525938
6_47714048	6	47714048	0.188378375189765
6_47714422	6	47714422	0.134532780486739
6_47714504	6	47714504	-0.00497838329368786
6_47714523	6	47714523	0.0410938306472442
6_47714574	6	47714574	0.192536000663421
6_47782099	6	47782099	0.345881647011903
6_47811683	6	47811683	-0.0823916794236347
6_47879443	6	47879443	0.0926950271344566
6_47879611	6	47879611	-0.186519733235865
6_47901935	6	47901935	-0.0636849128230261
6_48008598	6	48008598	-0.117069785874242
6_48008625	6	48008625	0.139230725860676
6_48008749	6	48008749	-0.0756575544891023
6_48008847	6	48008847	0.015541778327549
6_48068446	6	48068446	-0.0758822908461091
6_49435569	6	49435569	-0.10890559259694
6_49444720	6	49444720	0.138337692690169
6_49447735	6	49447735	-0.128448848004732
6_49448935	6	49448935	0.25898304677003
6_49463141	6	49463141	0.108018758543438
6_49472092	6	49472092	0.0992378730012286
6_49492265	6	49492265	0.23815341963241
6_49512037	6	49512037	0.124875432883606
6_49512062	6	49512062	0.0268293774731786
6_49515658	6	49515658	0.260328217068779
6_49517553	6	49517553	0.287914048740679
6_49521684	6	49521684	0.0981805662181863
6_49526528	6	49526528	-0.11262388084305
6_49550886	6	49550886	0.152515113315667
6_49550966	6	49550966	0.285978324525831
6_49551201	6	49551201	-0.0673065749084845
6_49551406	6	49551406	0.297312746742928
6_49606812	6	49606812	0.20504578156759
6_49606818	6	49606818	0.17286537581844
6_49695854	6	49695854	-0.0259407456110013
6_49700692	6	49700692	-0.321934412449717
6_49728802	6	49728802	-0.00426670275263135
6_49733726	6	49733726	0.641762186118091
6_49733810	6	49733810	0.506554335216019
6_49735512	6	49735512	0.174023082212695
6_49786308	6	49786308	0.111537633346454
6_49786732	6	49786732	-0.184081031360531
6_49786820	6	49786820	0.104914691152719
6_49846658	6	49846658	0.169927523083593
6_49964070	6	49964070	0.135763749026342
6_50019079	6	50019079	-0.0572739524157929
6_50043648	6	50043648	0.0431392026602242
6_50729227	6	50729227	0.0311115966183998
6_50821463	6	50821463	0.320635120461937
6_51619163	6	51619163	-0.10112824200522
6_51627086	6	51627086	-0.103847743358812
6_51659541	6	51659541	0.228271102313277
6_51659605	6	51659605	0.301936615607547
6_51659916	6	51659916	0.0819017470604542
6_51748039	6	51748039	0.106369964031533
6_51748124	6	51748124	0.039097683663476
6_51748201	6	51748201	0.000601644958605996
6_51748379	6	51748379	0.149728238366115
6_51754908	6	51754908	-0.0899876844000201
6_51772763	6	51772763	0.334667817440421
6_51847940	6	51847940	0.078889227609426
6_51855994	6	51855994	0.263535734758504
6_51856040	6	51856040	0.172011288941464
6_51868005	6	51868005	-0.0881015617089808
6_51868009	6	51868009	-0.102748337673382
6_51906246	6	51906246	0.290925939272784
6_51912453	6	51912453	-0.192794229527033
6_51959882	6	51959882	-0.156567228430647
6_52022823	6	52022823	0.109768540493398
6_52024685	6	52024685	0.190149640041957
6_52024698	6	52024698	0.197095592290873
6_52024890	6	52024890	0.236229893451748
6_52025775	6	52025775	-0.245518151340395
6_52025934	6	52025934	-0.0888499122267836
6_52026025	6	52026025	-0.0469724719583149
6_52026124	6	52026124	-0.0784081655051369
6_52042932	6	52042932	-0.100191122751167
6_52043720	6	52043720	-0.0963511017433482
6_52050144	6	52050144	0.465912350718673
6_52050158	6	52050158	0.403176595370711
6_52054125	6	52054125	0.204121111735511
6_52058493	6	52058493	-0.123455329122484
6_52069502	6	52069502	0.15363442586503
6_52082439	6	52082439	-0.0587496397346686
6_52082459	6	52082459	-0.126912267775453
6_52082515	6	52082515	0.0376994626920965
6_52186235	6	52186235	-0.0969706165315644
6_52237105	6	52237105	-0.146161995619724
6_52264757	6	52264757	0.07596583240266
6_52266077	6	52266077	0.0785311943426948
6_52269152	6	52269152	0.228873153417824
6_52273751	6	52273751	0.222827534229125
6_52279406	6	52279406	0.118513568315193
6_52282821	6	52282821	-0.34303935627326
6_52403301	6	52403301	0.172436831320743
6_52404044	6	52404044	0.536301678610071
6_52413135	6	52413135	0.198216567515016
6_52420435	6	52420435	0.0508748514398297
6_52438563	6	52438563	-0.0711156729387807
6_52452743	6	52452743	0.155211511254565
6_52452775	6	52452775	0.228792643635673
6_52454258	6	52454258	0.0617631675825659
6_52465047	6	52465047	0.313909257273623
6_52465092	6	52465092	0.289386938139554
6_52469350	6	52469350	0.379939127608821
6_52479101	6	52479101	0.00294037437612748
6_52504712	6	52504712	0.0508748514398297
6_52519642	6	52519642	0.112714105257692
6_52751625	6	52751625	0.042209990312702
6_52752933	6	52752933	0.116166311691549
6_52792754	6	52792754	0.414928421999869
6_52794164	6	52794164	0.0655216274042309
6_52796263	6	52796263	0.304323208444426
6_52799253	6	52799253	0.149728238366115
6_52896897	6	52896897	0.320964014807574
6_52900010	6	52900010	-0.0429072948807873
6_52982633	6	52982633	-0.167305318609704
6_52984527	6	52984527	0.220799852882142
6_53009452	6	53009452	-0.237470642923152
6_53009535	6	53009535	0.080218813021974
6_53013839	6	53013839	0.309962072756961
6_53013856	6	53013856	0.139684118397686
6_53093482	6	53093482	-0.128448848004732
6_53128827	6	53128827	0.276587631067889
6_53145726	6	53145726	0.495176945223868
6_53500342	6	53500342	0.091138721653557
6_53505403	6	53505403	0.0890099803266007
6_53522444	6	53522444	0.00856404658186519
6_53527310	6	53527310	0.316608406874579
6_53652078	6	53652078	0.08884270163885
6_53652180	6	53652180	0.149278555500824
6_53654264	6	53654264	0.0880278498572957
6_53654330	6	53654330	0.209304214044313
6_53654726	6	53654726	-0.332453788111676
6_53654807	6	53654807	0.0912325890559705
6_53655059	6	53655059	0.139532471260226
6_53655241	6	53655241	-0.0157228972891941
6_53795265	6	53795265	-0.295575562581602
6_53899797	6	53899797	-0.28961569447396
6_53902679	6	53902679	0.0961041054328272
6_54019045	6	54019045	-0.143135768526796
6_54124728	6	54124728	-0.0142201767820553
6_54136938	6	54136938	0.347592383529912
6_54137433	6	54137433	0.261092558830175
6_54137445	6	54137445	0.234739043840016
6_54137605	6	54137605	0.175570598889144
6_54137659	6	54137659	0.138931028105026
6_54138043	6	54138043	0.264470324539119
6_54160741	6	54160741	-0.127462389818683
6_54189888	6	54189888	-0.0914780719715011
6_54308081	6	54308081	0.134290859627467
6_54308615	6	54308615	0.163349580698242
6_54308623	6	54308623	0.146452511422061
6_54321347	6	54321347	-0.169967118333218
6_54321349	6	54321349	-0.130963471545984
6_54389910	6	54389910	-0.0224983348903897
6_54870253	6	54870253	-0.254751431118432
6_54870324	6	54870324	-0.0908532581718307
6_54926424	6	54926424	0.0734174200909177
6_54939834	6	54939834	-0.0514868661898483
6_54940276	6	54940276	-0.0346432197462275
6_54941476	6	54941476	0.238244987341551
6_54941581	6	54941581	0.243519929382225
6_55174618	6	55174618	0.143984255831311
6_55255177	6	55255177	-0.035712833556261
6_55277559	6	55277559	-0.0584725447485312
6_55284581	6	55284581	-0.148106183286566
6_55284618	6	55284618	-0.157066413599078
6_55331789	6	55331789	0.140512063924506
6_55351396	6	55351396	-0.0725075640654526
6_55401827	6	55401827	0.00112181624272996
6_55760493	6	55760493	0.0266273051931521
6_55772879	6	55772879	0.228115236383902
6_55774182	6	55774182	0.143984255831311
6_55819713	6	55819713	0.0963895106921983
6_55874504	6	55874504	-0.0210180670419562
6_55874862	6	55874862	0.329410350813811
6_56057786	6	56057786	-0.141770226502566
6_56059169	6	56059169	0.130309318934235
6_56061003	6	56061003	-0.0383924866572578
6_56141934	6	56141934	0.17842490116034
6_56156947	6	56156947	0.184892199411517
6_56164427	6	56164427	0.0508748514398297
6_56166904	6	56166904	0.12328334696788
6_56168296	6	56168296	-0.356783117473417
6_56179780	6	56179780	-0.334618372224999
6_56182610	6	56182610	0.312202935323221
6_56463051	6	56463051	0.12328334696788
6_56463628	6	56463628	0.173933247844168
6_56471122	6	56471122	0.0277912383267882
6_56487174	6	56487174	0.200100860214306
6_56492943	6	56492943	0.110995843877401
6_56501612	6	56501612	0.0313786758140324
6_56508738	6	56508738	0.447533821403819
6_56515629	6	56515629	0.173731599225363
6_56532422	6	56532422	0.0602735494420791
6_56532485	6	56532485	0.331895002746986
6_56540927	6	56540927	0.111628882518926
6_56540948	6	56540948	0.095268970798283
6_56541150	6	56541150	0.210655295476599
6_56552217	6	56552217	-0.0145011574121944
6_56552484	6	56552484	0.109768540493398
6_56552747	6	56552747	0.485970003059927
6_56553601	6	56553601	0.251572201676958
6_56555360	6	56555360	-0.0746560306440293
6_56555522	6	56555522	-0.173021160487006
6_56555740	6	56555740	-0.00966669049522127
6_56557418	6	56557418	0.23050906386207
6_56557464	6	56557464	0.121696188629526
6_56560422	6	56560422	-0.102930484639206
6_56569914	6	56569914	0.194465705068679
6_56578934	6	56578934	-0.225334943141697
6_56594038	6	56594038	0.588839872623816
6_56598612	6	56598612	-0.0217288975170104
6_56603276	6	56603276	0.15718375358617
6_56605300	6	56605300	0.16779260321898
6_56605582	6	56605582	0.131045200123813
6_56605673	6	56605673	0.324635663866682
6_56605753	6	56605753	0.157074255271755
6_56605892	6	56605892	0.0102328669424836
6_56606305	6	56606305	0.0649500366515523
6_56606604	6	56606604	-0.0247894184922427
6_56606817	6	56606817	0.298092551810849
6_56607197	6	56607197	0.292692771363928
6_56607853	6	56607853	0.0131551854906711
6_56608121	6	56608121	0.0237387215023155
6_56608792	6	56608792	0.110995843877401
6_56608935	6	56608935	-0.00924614099774132
6_56609134	6	56609134	-0.110714290834418
6_56610467	6	56610467	0.227752613523909
6_56614851	6	56614851	0.549976615507148
6_56615348	6	56615348	0.0191659917124915
6_56615976	6	56615976	0.0508748514398297
6_56616885	6	56616885	0.0590953582447981
6_56616969	6	56616969	-0.062506947977913
6_56617094	6	56617094	-0.301231392112557
6_56618003	6	56618003	0.140671521790475
6_56618125	6	56618125	-0.202881740805953
6_56618254	6	56618254	-0.273014759780819
6_56618881	6	56618881	0.292847641745794
6_56619262	6	56619262	0.0248796429068851
6_56619960	6	56619960	0.174023082212695
6_56620698	6	56620698	0.277943759985751
6_56624420	6	56624420	-0.0711156729387807
6_56629395	6	56629395	0.599000583980614
6_56631291	6	56631291	0.167127919935678
6_56634464	6	56634464	0.277383381248509
6_56639576	6	56639576	0.0796338444212535
6_56640265	6	56640265	0.21769394201432
6_56642691	6	56642691	0.282200397546285
6_56650989	6	56650989	0.31084295422584
6_56692497	6	56692497	-0.0453404638194735
6_56692546	6	56692546	-0.0468218224473036
6_56692612	6	56692612	-0.0927160021890203
6_56692613	6	56692613	-0.125674540313735
6_56693105	6	56693105	0.394829252657191
6_56843127	6	56843127	0.0749203254064804
6_56900544	6	56900544	0.286503099932972
6_57015215	6	57015215	-0.16648197999932
6_57052710	6	57052710	0.0257838704769991
6_57052722	6	57052722	0.00648073208137622
6_57052740	6	57052740	0.0988093285035317
6_57053849	6	57053849	-0.0820194190575157
6_57054645	6	57054645	0.0854320734761982
6_57100898	6	57100898	0.530344223313672
6_57128821	6	57128821	-0.0866286723101053
6_57147814	6	57147814	0.625989566204639
6_57147875	6	57147875	0.435538701675155
6_57187332	6	57187332	0.243519929382225
6_57187692	6	57187692	0.307214604699615
6_57188644	6	57188644	-0.0254760346902853
6_57196547	6	57196547	-0.092616742149703
6_57402163	6	57402163	0.238501854615601
6_57402257	6	57402257	0.382080759915203
6_57488735	6	57488735	0.0877116196202012
6_57623692	6	57623692	0.178792326360567
6_61681011	6	61681011	0.0716334116066272
6_61681015	6	61681015	0.12328334696788
6_61700680	6	61700680	0.181578543084423
6_61707334	6	61707334	0.00112181624272996
6_61732689	6	61732689	0.0593863512953471
6_61939470	6	61939470	-0.0656391572865955
6_61978132	6	61978132	-0.0109013461468602
6_62177194	6	62177194	-0.0202082466216531
6_63280189	6	63280189	0.171169085157541
6_63280226	6	63280226	0.24746351737093
6_63281142	6	63281142	0.188378375189765
6_63294939	6	63294939	-0.0429072948807873
6_63295000	6	63295000	0.134398207002113
6_63319966	6	63319966	0.323127787303002
6_63580063	6	63580063	0.0508748514398297
6_63580091	6	63580091	0.301198205524069
6_63684574	6	63684574	0.174449536558362
6_63685016	6	63685016	-0.0746560306440293
6_63685649	6	63685649	0.176405733523688
6_63711679	6	63711679	0.239078586600451
6_63712609	6	63712609	0.317389826008585
6_63720067	6	63720067	0.42938647469356
6_63720310	6	63720310	-0.00924614099774132
6_63721602	6	63721602	0.273267272776278
6_63788131	6	63788131	-0.188463461950608
6_63806232	6	63806232	0.422843628826787
6_63984461	6	63984461	0.0698579548074025
6_64388791	6	64388791	0.171169085157541
6_64439292	6	64439292	0.0427925051419708
6_64477153	6	64477153	0.0508748514398297
6_64483927	6	64483927	0.0800211970993462
6_64523772	6	64523772	-0.496612943862664
6_64590393	6	64590393	-0.712424890539839
6_64590623	6	64590623	-1.012451083929
6_64591318	6	64591318	-1.37538990326227
6_64591324	6	64591324	-1.35284733461118
6_64591515	6	64591515	-1.08884991222678
6_64591931	6	64591931	-0.891791973494219
6_64591961	6	64591961	-0.908483164062825
6_64902220	6	64902220	-0.307018740735405
6_64902409	6	64902409	-0.122892216296877
6_64912563	6	64912563	0.0984928716725695
6_64912570	6	64912570	0.111175361707644
6_64912625	6	64912625	0.180642726410159
6_65296077	6	65296077	0.113610606787792
6_65332386	6	65332386	-0.162831842030396
6_65353488	6	65353488	0.0393792126020003
6_65402516	6	65402516	-0.098502772598397
6_65402517	6	65402517	-0.133549719697598
6_65405253	6	65405253	-0.0953458894112142
6_65490668	6	65490668	-0.185013412380841
6_65490679	6	65490679	-0.252517292010105
6_65491571	6	65491571	-0.0297436087684551
6_65639782	6	65639782	-0.364162647839014
6_65707146	6	65707146	-0.2214974189733
6_68638904	6	68638904	-1.18141603096286
6_68930617	6	68930617	-0.769043532081687
6_68956655	6	68956655	-0.700446035703447
6_68993805	6	68993805	-1.02855961605458
6_68993875	6	68993875	-1.08852820522559
6_69018432	6	69018432	-1.04290729488079
6_69094282	6	69094282	-1.1555760260276
6_69232614	6	69232614	-0.94912514856017
6_69354295	6	69354295	-1.10006704663491
6_69361105	6	69361105	-1.308206241865
6_69361281	6	69361281	-0.826869398509172
6_69929527	6	69929527	-0.795319812481135
6_69962839	6	69962839	-0.673490705946743
6_70023655	6	70023655	-1.36945694750853
6_70034253	6	70034253	-1.00121365970862
6_70156203	6	70156203	-0.850346994081997
6_70156717	6	70156717	-0.861662307309831
6_70184903	6	70184903	-1.29592791208656
6_70207184	6	70207184	-0.580737742580148
6_70234554	6	70234554	-0.702485180977045
6_70252130	6	70252130	-1.016869755196
6_70263290	6	70263290	-1.05604035247668
6_70274733	6	70274733	-1.06015646094891
6_70280005	6	70280005	-0.7680124664854
6_70475446	6	70475446	-1.06159987781858
6_70502686	6	70502686	-0.583331168301176
6_70525257	6	70525257	-0.939726450557921
6_70526149	6	70526149	-0.976261278497685
6_70526513	6	70526513	-0.901819433781814
6_70559767	6	70559767	-0.941087829494752
6_70579485	6	70579485	-0.698581686909573
6_70668078	6	70668078	-0.749355636184393
6_70836999	6	70836999	-1.23564790731633
6_70858014	6	70858014	-0.799099704555563
6_70859387	6	70859387	-1.1555760260276
6_70859426	6	70859426	-0.988653512746808
6_70861893	6	70861893	-0.965613271348739
6_71288328	6	71288328	-1.35720988719725
6_71288495	6	71288495	-1.3769866881966
6_71288519	6	71288519	-1.44011150107231
6_71289066	6	71289066	-1.18292233316887
6_72096958	6	72096958	-0.782015162724912
6_72097161	6	72097161	-0.686090742726377
6_72179769	6	72179769	-0.960352403983425
6_72179846	6	72179846	-1.08867650095896
6_72182554	6	72182554	-0.78266400242143
6_72213186	6	72213186	-1.01760488644294
6_72235647	6	72235647	-0.861068971894974
6_72274420	6	72274420	-0.474216193303928
6_72400618	6	72400618	-0.747081372615525
6_72806862	6	72806862	-0.776288551697955
6_73040138	6	73040138	-1.11905015000248
6_73043084	6	73043084	-0.649564866701262
6_73043085	6	73043085	-0.734386299767158
6_73043087	6	73043087	-0.773553583976716
6_73043202	6	73043202	-0.72934394068026
6_73192679	6	73192679	-1.13732888372079
6_73194623	6	73194623	-0.607336631311965
6_73223778	6	73223778	-1.01783789864418
6_73224321	6	73224321	-0.551161162640268
6_73225412	6	73225412	-1.24190689778802
6_73292027	6	73292027	-1.20603345159712
6_73363170	6	73363170	-0.764700577422743
6_73363214	6	73363214	-0.743541014910276
6_73363730	6	73363730	-0.908936058444471
6_73363737	6	73363737	-0.923739830140257
6_73369301	6	73369301	-0.552703327448674
6_73369318	6	73369318	-0.597652778058793
6_73369691	6	73369691	-0.504092908983489
6_73394978	6	73394978	-0.862710396742697
6_73400284	6	73400284	-0.606523485408058
6_73415560	6	73415560	-1.02312573000395
6_73416133	6	73416133	-0.94912514856017
6_73416152	6	73416152	-0.780727616864452
6_73416165	6	73416165	-0.746308265560483
6_73425293	6	73425293	-0.749816340336764
6_73425532	6	73425532	-1.04428238160051
6_73445568	6	73445568	-0.831069387038458
6_73445623	6	73445623	-0.745591754475038
6_73452039	6	73452039	-0.507419698819247
6_73452078	6	73452078	-0.451625489089354
6_73480056	6	73480056	-0.788660476366924
6_73482147	6	73482147	-0.429118089679784
6_73497873	6	73497873	-0.718827529138376
6_73518229	6	73518229	-1.0972237875493
6_73593585	6	73593585	-0.52462732003226
6_73600377	6	73600377	-1.1750065559765
6_73697405	6	73697405	-0.645118961670071
6_73697459	6	73697459	-0.349663078143899
6_73730428	6	73730428	-0.957687162063595
6_73736491	6	73736491	-0.602800399365341
6_73756654	6	73756654	-0.632651483764916
6_73766080	6	73766080	-0.823594266476312
6_73766978	6	73766978	-0.830480652061551
6_73783709	6	73783709	-0.883536806932594
6_73783814	6	73783814	-0.6120901612826
6_73787286	6	73787286	-1.22042717037756
6_73787379	6	73787379	-0.80652075311737
6_73787429	6	73787429	-0.541040409923094
6_73806908	6	73806908	-1.10112824200522
6_73811140	6	73811140	-1.17540100438385
6_73812224	6	73812224	-0.868706466104873
6_73818404	6	73818404	-0.992846525989488
6_75087586	6	75087586	-0.974660240667308
6_75087596	6	75087596	-0.996430863338527
6_75087675	6	75087675	-0.699146895551823
6_75089136	6	75089136	-0.627197053672808
6_75097265	6	75097265	-1.06669474494135
6_75109128	6	75109128	-0.928366588393373
6_75128355	6	75128355	-0.85815148851268
6_75133324	6	75133324	-0.746632284661428
6_75134848	6	75134848	-0.777644680615817
6_75138465	6	75138465	-1.1431357685268
6_75148442	6	75148442	-0.701687597777395
6_75177825	6	75177825	-0.896657728666035
6_75237910	6	75237910	-0.870515313863804
6_75259390	6	75259390	-1.01623934441871
6_75312455	6	75312455	-1.09208310240221
6_75313591	6	75313591	-1.00883139468444
6_75313698	6	75313698	-0.643712140455825
6_75314988	6	75314988	-1.03004514394374
6_75647788	6	75647788	-0.780148976511407
6_75659328	6	75659328	-0.837479792731261
6_75677112	6	75677112	-1.01783789864418
6_75830407	6	75830407	-1.02237413059081
6_75840678	6	75840678	-0.882010952701633
6_75855204	6	75855204	-0.966612575289012
6_75857093	6	75857093	-0.242321524904217
6_75861101	6	75861101	-0.79712205511512
6_75886853	6	75886853	-0.665332182559579
6_75886870	6	75886870	-0.745591754475038
6_75886971	6	75886971	-0.58436085576255
6_75894825	6	75894825	-0.534087649281327
6_75907674	6	75907674	-0.880177794842679
6_75915198	6	75915198	-0.782015162724912
6_75915313	6	75915313	-0.858359684636988
6_75916299	6	75916299	-0.67704560312337
6_75916619	6	75916619	-1.01951447645157
6_75916901	6	75916901	-0.705853997547806
6_75917728	6	75917728	-0.782015162724912
6_75919476	6	75919476	-0.965426960889271
6_75919493	6	75919493	-1.0288523410309
6_75931013	6	75931013	-0.936414096810616
6_75947402	6	75947402	-1.10860336256737
6_75947413	6	75947413	-1.03158730875214
6_75950834	6	75950834	-0.850944754621267
6_75950973	6	75950973	-0.979713468393593
6_76022132	6	76022132	-1.02507400179347
6_77460345	6	77460345	-0.694552321474573
6_77463275	6	77463275	-0.895883127283191
6_77463564	6	77463564	-0.887724603896027
6_77761206	6	77761206	-0.846031655596067
6_77761338	6	77761338	-1.0620192049661
6_77761577	6	77761577	-0.928366588393373
6_78867695	6	78867695	-0.780727616864452
6_78867715	6	78867715	-0.976605884982278
6_78867827	6	78867827	-1.17151756989662
6_78885380	6	78885380	-1.28170048764704
6_78903083	6	78903083	-0.63878502794802
6_78946845	6	78946845	-0.693565863288523
6_78946853	6	78946853	-0.65735902418306
6_78947674	6	78947674	-0.715761609402719
6_78963206	6	78963206	-0.689258021805059
6_78965984	6	78965984	-1.03876236104485
6_78969860	6	78969860	-1.20478002402837
6_79017564	6	79017564	-0.492267473586699
6_79026162	6	79026162	-0.990945324254798
6_79485227	6	79485227	-0.782015162724912
6_79486130	6	79486130	-0.59548819394547
6_79486285	6	79486285	-1.84958947500926
6_79486507	6	79486507	-0.579891338894451
6_79487072	6	79487072	-0.622896916239182
6_79487131	6	79487131	-0.807106143687742
6_79537103	6	79537103	-0.75057946917809
6_79916658	6	79916658	-0.94912514856017
6_79916753	6	79916753	-0.696737986925885
6_79916854	6	79916854	-1.03004514394374
6_79947515	6	79947515	-1.12144069742748
