	Chromosome	Position	67RT_CM+_vs_67_PBMC.tumour
6_29942954	6	29942954	0.169348017039125
6_29943287	6	29943287	-0.34568527221644
6_29943321	6	29943321	0.532752747902647
6_29943347	6	29943347	0.179115793287946
6_29943421	6	29943421	-0.0717625502399098
6_29943426	6	29943426	-0.0908713731876143
6_29943430	6	29943430	0.364808110588576
6_29943441	6	29943441	0.364808110588576
6_29943445	6	29943445	0.301798313062775
6_29944503	6	29944503	-0.154862929880861
6_29944605	6	29944605	0.00223803120386713
6_29944609	6	29944609	0.0611317202574358
6_29944628	6	29944628	-0.0492922694362149
6_30071257	6	30071257	-0.335457379541812
6_30071298	6	30071298	0.0448823686123609
6_30071587	6	30071587	-0.034914967213599
6_30103580	6	30103580	0.0941605206449067
6_30112454	6	30112454	-0.0124087447605341
6_30112503	6	30112503	-0.0391818961761136
6_30112592	6	30112592	0.118752039930292
6_30112628	6	30112628	0.191508382365606
6_30112719	6	30112719	0.209680111074344
6_30137039	6	30137039	0.31118827209302
6_30137212	6	30137212	0.0762386126476439
6_30154251	6	30154251	0.177680037613746
6_30154377	6	30154377	-0.0673029020492099
6_30154438	6	30154438	-0.0536152035296501
6_30158400	6	30158400	0.144257036076295
6_30161172	6	30161172	-0.084176720613606
6_30163750	6	30163750	-0.139316113010152
6_30163934	6	30163934	-0.178334214437954
6_30169845	6	30169845	-0.148004604376745
6_30171922	6	30171922	-0.087959777767711
6_30186216	6	30186216	0.222019239083777
6_30196561	6	30196561	-0.174639730880212
6_30196720	6	30196720	-0.140366364238933
6_30198489	6	30198489	-0.0446830161836254
6_30198698	6	30198698	0.259734253496231
6_30345252	6	30345252	-0.0242341801573239
6_30345491	6	30345491	-0.0395821444907598
6_30346544	6	30346544	0.00223803120386713
6_30346552	6	30346552	-0.0733130018033095
6_30491156	6	30491156	0.0646345683417347
6_30492476	6	30492476	-0.309705975110873
6_30547147	6	30547147	0.00223803120386713
6_30547266	6	30547266	0.3385214190683
6_30552590	6	30552590	0.0733211292653499
6_30553360	6	30553360	0.194883109146263
6_30562426	6	30562426	0.0150620715614506
6_30562468	6	30562468	0.0816724986982723
6_30580433	6	30580433	0.18002515041915
6_30584276	6	30584276	-0.0515332252371136
6_30602447	6	30602447	0.0183576965671443
6_30605066	6	30605066	-0.249300735792097
6_30619923	6	30619923	0.139741554953802
6_30640581	6	30640581	0.389261154313115
6_30642802	6	30642802	0.243246130707662
6_30646654	6	30646654	0.00223803120386713
6_30647591	6	30647591	-0.193904490974756
6_30647826	6	30647826	-0.154731315134532
6_30651360	6	30651360	0.22964852730694
6_30654817	6	30654817	-0.0708254309858562
6_30660090	6	30660090	0.13812145928564
6_30665142	6	30665142	-0.0472306450604326
6_30672701	6	30672701	0.291744648398852
6_30679258	6	30679258	0.0693522270624042
6_30684599	6	30684599	0.231056721699748
6_30685469	6	30685469	0.0277731233110048
6_30685960	6	30685960	0.0378619409345886
6_30688732	6	30688732	-0.407152904933835
6_30702830	6	30702830	0.0356610327413175
6_30703873	6	30703873	-0.136738381944943
6_30703949	6	30703949	-0.422647254031324
6_30704251	6	30704251	0.0611317202574358
6_30704549	6	30704549	0.14173744419197
6_30705287	6	30705287	-0.149765062241183
6_30705328	6	30705328	-0.123292850879992
6_30705336	6	30705336	-0.109552794253689
6_30705355	6	30705355	-0.184175093027014
6_30705386	6	30705386	-0.143192408317697
6_30705408	6	30705408	-0.0609557952833268
6_30705409	6	30705409	-0.0982888447500972
6_30705563	6	30705563	0.0310928938760522
6_30705582	6	30705582	0.0572044904217958
6_30707413	6	30707413	0.170635562899586
6_30707685	6	30707685	-0.0867669748548777
6_30712186	6	30712186	0.00223803120386713
6_30712665	6	30712665	-0.298628448155665
6_30712736	6	30712736	-0.380231605618546
6_30712785	6	30712785	0.0775261585081043
6_30712862	6	30712862	-0.319690063683495
6_30712944	6	30712944	0.516811204033625
6_30713956	6	30713956	0.425449461928411
6_30715095	6	30715095	0.00223803120386713
6_30723728	6	30723728	0.246656758870314
6_30730154	6	30730154	0.277245078703737
6_30742494	6	30742494	0.198158241179124
6_30744122	6	30744122	0.0588215595702347
6_30744208	6	30744208	0.246860399923781
6_30744448	6	30744448	0.0180053470621839
6_30889226	6	30889226	0.367522495285611
6_30889295	6	30889295	0.407876832480462
6_30892113	6	30892113	-0.0814198978430424
6_30894646	6	30894646	0.23086240625183
6_30910044	6	30910044	0.239929588923198
6_30914426	6	30914426	-0.248823732963851
6_30914857	6	30914857	0.244438933620495
6_30920195	6	30920195	0.411882271712493
6_30920211	6	30920211	0.332883343192339
6_30920392	6	30920392	0.421776922717652
6_30921302	6	30921302	-0.357937533040458
6_30921626	6	30921626	-0.441368620271747
6_30924438	6	30924438	0.18178745153458
6_30931794	6	30931794	-0.0287888644167573
6_30941030	6	30941030	-0.00963606908442462
6_30948868	6	30948868	0.0828564914121517
6_30948941	6	30948941	0.182810276845688
6_30949705	6	30949705	-0.0697118106751476
6_30949757	6	30949757	-0.156618733282245
6_30949945	6	30949945	-0.139007894231884
6_30951614	6	30951614	0.0879679052297512
6_30986919	6	30986919	-0.055864923359701
6_30986923	6	30986923	-0.0678404045322734
6_30986932	6	30986932	-0.0561261313101213
6_30986959	6	30986959	-0.00394054372525706
6_30987111	6	30987111	0.098264918977643
6_30987141	6	30987141	-0.0474198551034443
6_30987338	6	30987338	-0.0272659631062159
6_30987350	6	30987350	-0.0275093121901848
6_30987357	6	30987357	-0.0774214179737834
6_30987434	6	30987434	0.119475706488241
6_30987636	6	30987636	-0.0862986433977902
6_31025536	6	31025536	0.300761521756286
6_31025663	6	31025663	0.27043414215344
6_31025717	6	31025717	0.00223803120386713
6_31025942	6	31025942	-0.157418634784618
6_31025999	6	31025999	-0.181473921968521
6_31026249	6	31026249	0.716835812341619
6_31026455	6	31026455	0.461669649841165
6_31026588	6	31026588	0.0313843768633837
6_31026840	6	31026840	0.356902912503229
6_31026858	6	31026858	0.310360326566199
6_31026953	6	31026953	0.587200531925023
6_31027118	6	31027118	0.0847001913958403
6_31027201	6	31027201	0.0953474355953485
6_31027401	6	31027401	0.378104933202033
6_31027410	6	31027410	0.408230390879704
6_31027520	6	31027520	0.0534633545590405
6_31028009	6	31028009	-0.235261282522789
6_31028355	6	31028355	-0.24507202233691
6_31028433	6	31028433	-0.0168707917438374
6_31029182	6	31029182	-0.276226415199533
6_31029302	6	31029302	0.00223803120386713
6_31029473	6	31029473	-0.0733130018033095
6_31030039	6	31030039	-0.0681512966875307
6_31030100	6	31030100	0.233563577310323
6_31034675	6	31034675	-0.445220945767354
6_31034750	6	31034750	-0.319690063683495
6_31034752	6	31034752	-0.316123448663303
6_31034769	6	31034769	-0.449636236255348
6_31034839	6	31034839	-0.169373346866332
6_31111540	6	31111540	-0.448423377805698
6_31111663	6	31111663	-0.263495524230882
6_31112117	6	31112117	0.0387639072289812
6_31112177	6	31112177	-0.0338312235036546
6_31112239	6	31112239	-0.0821541560865052
6_31112543	6	31112543	-0.285338558892718
6_31112546	6	31112546	-0.293217852322304
6_31116090	6	31116090	0.00223803120386713
6_31116862	6	31116862	-0.200853834173644
6_31117015	6	31117015	-0.533093701792689
6_31117322	6	31117322	-0.111932988715444
6_31117492	6	31117492	-0.296524079104452
6_31120368	6	31120368	0.213742136397579
6_31125705	6	31125705	0.539894817146667
6_31138054	6	31138054	-0.24830543044673
6_31138211	6	31138211	-0.0496009003157508
6_31138459	6	31138459	-0.0358970976829038
6_31138712	6	31138712	0.247350529040398
6_31138739	6	31138739	0.37930768028369
6_31139016	6	31139016	-0.149765062241183
6_31139645	6	31139645	0.145973508665317
6_31142614	6	31142614	-0.135265492546068
6_31143012	6	31143012	0.337222278916676
6_31144924	6	31144924	0.106574691018603
6_31144960	6	31144960	0.226798289223025
6_31145046	6	31145046	0.508590697228657
6_31145275	6	31145275	-0.133645396877906
6_31154705	6	31154705	-0.0630534290478519
6_31154787	6	31154787	0.033264926824492
6_31157072	6	31157072	0.156271659876288
6_31157513	6	31157513	0.561665439817886
6_31161533	6	31161533	0.22964852730694
6_31161839	6	31161839	0.157516256681778
6_31162515	6	31162515	-0.496215476262614
6_31166310	6	31166310	0.00223803120386713
6_31170427	6	31170427	-0.133645396877906
6_31170594	6	31170594	-0.014635787360529
6_31269077	6	31269077	0.17216303264618
6_31271283	6	31271283	0.54972582650636
6_31271305	6	31271305	0.729219536797451
6_31271331	6	31271331	0.376633545985365
6_31271766	6	31271766	-0.649838665375826
6_31285667	6	31285667	-0.270780463202549
6_31306603	6	31306603	-0.251518561041916
6_31410648	6	31410648	0.067826372831444
6_31410709	6	31410709	0.181944053438765
6_31410733	6	31410733	0.320599511071037
6_31411087	6	31411087	-0.167686970238445
6_31411179	6	31411179	-0.1865236122513
6_31411996	6	31411996	0.00223803120386713
6_31412040	6	31412040	0.192208974847938
6_31412153	6	31412153	-0.239734759102097
6_31412154	6	31412154	-0.241687551682222
6_31440051	6	31440051	0.121385296496872
6_31498226	6	31498226	0.34257816320511
6_31505784	6	31505784	0.108032695226464
6_31507051	6	31507051	0.154241124648917
6_31507279	6	31507279	0.165176602330073
6_31509891	6	31509891	0.0178348862548858
6_31529144	6	31529144	0.332883343192339
6_31529148	6	31529148	0.342088034088492
6_31531137	6	31531137	0.212030415760682
6_31535442	6	31535442	-0.116814640439896
6_31538868	6	31538868	0.0978156911860984
6_31538871	6	31538871	0.0570305040442469
6_31542110	6	31542110	-0.0111824845584544
6_31574531	6	31574531	0.238305389437392
6_31575828	6	31575828	0.0874853178223785
6_31581079	6	31581079	-0.0537960037104606
6_31581580	6	31581580	-0.0107010245036309
6_31587666	6	31587666	0.467200755814393
6_31589604	6	31589604	-0.0539050468336666
6_31590014	6	31590014	0.0528641042738354
6_31615718	6	31615718	0.350161334624174
6_31624452	6	31624452	-0.21535340386876
6_31625488	6	31625488	-0.188283874845559
6_31626851	6	31626851	0.00223803120386713
6_31630712	6	31630712	0.202536681689698
6_31631262	6	31631262	-0.3387988866312
6_31631484	6	31631484	-0.0430859593056231
6_31632527	6	31632527	0.120419457552181
6_31632552	6	31632552	-0.0618923062158483
6_31632893	6	31632893	-0.210755692130331
6_31633567	6	31633567	-0.111718158093218
6_31635631	6	31635631	-0.0727240264773549
6_31635721	6	31635721	-0.343937609930173
6_31636297	6	31636297	0.0962141794128809
6_31636736	6	31636736	0.0984533464631702
6_31637065	6	31637065	-0.0893924442617011
6_31637501	6	31637501	0.178664598588135
6_31639200	6	31639200	0.19158048647342
6_31642305	6	31642305	-0.216771750737929
6_31642380	6	31642380	-0.622252833703926
6_31656594	6	31656594	0.0907747058055244
6_31657764	6	31657764	-0.298931503516698
6_31659127	6	31659127	-0.0105860091537164
6_31659564	6	31659564	-0.0522097528185093
6_31659672	6	31659672	-0.412799468074977
6_31659901	6	31659901	-0.095372765422555
6_31662395	6	31662395	0.276412994642861
6_31662633	6	31662633	0.208688908671293
6_31664144	6	31664144	-0.197070777019539
6_31664311	6	31664311	-0.0727240264773549
6_31664357	6	31664357	0.22730458683864
6_31665450	6	31665450	-0.010937357543866
6_31672238	6	31672238	0.163518938236928
6_31689636	6	31689636	-0.0681512966875307
6_31710076	6	31710076	0.469742950376846
6_31710407	6	31710407	0.0854935348532194
6_31712608	6	31712608	0.138442414802178
6_31712751	6	31712751	0.219829466276494
6_31712755	6	31712755	0.22711144204407
6_31719166	6	31719166	-0.126086065771672
6_31723889	6	31723889	0.0461813787914641
6_31724715	6	31724715	0.136539122915458
6_31728943	6	31728943	0.0835381333057156
6_31740551	6	31740551	0.291744648398852
6_31742911	6	31742911	0.0719470030152718
6_31758201	6	31758201	0.0631202733508895
6_31763142	6	31763142	0.366810463499723
6_31764066	6	31764066	0.352424386132743
6_31766568	6	31766568	0.11029777706132
6_31773102	6	31773102	0.320208112522546
6_31776105	6	31776105	-0.0176615262338377
6_31776614	6	31776614	0.13348256448212
6_31780056	6	31780056	0.239737344930523
6_31781043	6	31781043	0.0236116819964343
6_31782362	6	31782362	0.111172402757031
6_31785646	6	31785646	-0.392899910637272
6_31793006	6	31793006	0.107848219164466
6_31810300	6	31810300	-0.0908713731876143
6_31810495	6	31810495	-0.142151878131308
6_31810767	6	31810767	0.206378747984092
6_31811054	6	31811054	-0.0176615262338377
6_31837433	6	31837433	0.0770057996058392
6_31861317	6	31861317	0.0717789644569441
6_31861413	6	31861413	0.174705227208633
6_31870917	6	31870917	0.33344393967924
6_31870936	6	31870936	0.448037784253398
6_31871554	6	31871554	0.230043948726679
6_31874754	6	31874754	0.137589884098753
6_31878964	6	31878964	0.117715248623803
6_31883395	6	31883395	0.0474672851968648
6_31883457	6	31883457	0.208098728650427
6_31883845	6	31883845	0.273540053021261
6_31888435	6	31888435	0.147668470725431
6_31888493	6	31888493	0.451545432567457
6_31889575	6	31889575	0.00223803120386713
6_31892543	6	31892543	0.148088897667322
6_31896761	6	31896761	0.343274949038934
6_31896770	6	31896770	0.181944053438765
6_31900037	6	31900037	0.348413672337907
6_31900271	6	31900271	-0.170229164800898
6_31900630	6	31900630	0.0856540393915046
6_31936027	6	31936027	-0.0124087447605341
6_31943489	6	31943489	-0.0529035229885937
6_31945253	6	31945253	-0.0421560881545862
6_31946403	6	31946403	0.232850959345284
6_31946529	6	31946529	0.210824653015285
6_31948042	6	31948042	0.282345950396603
6_31948930	6	31948930	0.190683120616977
6_31950303	6	31950303	-0.0440556210700678
6_31951241	6	31951241	-0.0118371540078555
6_31951565	6	31951565	-0.13636720702564
6_31959303	6	31959303	-0.066148943776383
6_31960461	6	31960461	0.19705420818789
6_31961960	6	31961960	0.0273290121666979
6_31962547	6	31962547	0.224630452540315
6_31962574	6	31962574	0.0693522270624042
6_31967790	6	31967790	0.158357233121149
6_31968349	6	31968349	0.150336670193001
6_31968775	6	31968775	0.038307285911389
6_31968902	6	31968902	0.226669597813914
6_31968942	6	31968942	0.231263544872762
6_31969289	6	31969289	0.702677749344959
6_31969985	6	31969985	0.16662484910475
6_31970343	6	31970343	-0.214573357869281
6_31970959	6	31970959	-0.0885274327193152
6_31972046	6	31972046	0.278569259651119
6_31972121	6	31972121	0.33344393967924
6_31980700	6	31980700	0.333859522295074
6_32046198	6	32046198	0.156960626002509
6_32048559	6	32048559	0.0517067074681671
6_32049366	6	32049366	-0.0175704498763132
6_32049415	6	32049415	-0.0813266854352639
6_32049539	6	32049539	0.201017895318365
6_32050269	6	32050269	0.21769773837843
6_32052713	6	32052713	-0.00669509356614056
6_32052745	6	32052745	-0.0358300096296522
6_32053578	6	32053578	-0.0918054587112707
6_32056775	6	32056775	-0.035399626159498
6_32056863	6	32056863	0.0566858152262438
6_32058081	6	32058081	0.033716262677035
6_32058172	6	32058172	-0.113820098259709
6_32058203	6	32058203	-0.0051794403586157
6_32061403	6	32061403	-0.211541259827873
6_32061472	6	32061472	-0.0441975417864173
6_32061476	6	32061476	0.00890176148487771
6_32062274	6	32062274	-0.0784932409089896
6_32064912	6	32064912	0.207986696420443
6_32064979	6	32064979	0.0234545171135632
6_32067692	6	32067692	-0.0421560881545862
6_32068901	6	32068901	0.334314081467312
6_32068978	6	32068978	0.144257036076295
6_32069592	6	32069592	0.317111368557279
6_32079289	6	32079289	0.0563938012507726
6_32081646	6	32081646	-0.260796374629926
6_32081652	6	32081652	-0.147509088300815
6_32082118	6	32082118	0.111862522378365
6_32084667	6	32084667	0.0239331023031861
6_32087709	6	32087709	-0.180983792851903
6_32088803	6	32088803	-0.325816166480337
6_32096119	6	32096119	-0.19368217877139
6_32096384	6	32096384	0.0148380679835008
6_32096944	6	32096944	0.308665032551042
6_32126145	6	32126145	0.288859257355277
6_32127688	6	32127688	0.110041320738382
6_32129291	6	32129291	0.167824096921842
6_32153634	6	32153634	-0.342207500244923
6_32154695	6	32154695	0.00223803120386713
6_32166618	6	32166618	0.267971586638617
6_32166733	6	32166733	0.0470922669881278
6_32170024	6	32170024	-0.188903456148141
6_32170030	6	32170030	-0.237813056629087
6_32179701	6	32179701	-0.0891849965597275
6_32179914	6	32179914	-0.103803606206457
6_32180089	6	32180089	0.0515657435674355
6_32183681	6	32183681	-0.0101456932519651
6_32183887	6	32183887	0.124228555582477
6_32183957	6	32183957	0.390508620919926
6_32191414	6	32191414	0.213742136397579
6_32192154	6	32192154	0.0965654137520202
6_32192179	6	32192179	0.302897509337578
6_32195764	6	32195764	-0.314952144676832
6_32195814	6	32195814	-0.349747297539675
6_32199054	6	32199054	-0.0963258032797224
6_32201155	6	32201155	-0.285043920876604
6_32202156	6	32202156	0.306495099764174
6_32202537	6	32202537	-0.377466394962696
6_32212846	6	32212846	0.213742136397579
6_32213173	6	32213173	0.268132091176902
6_32218041	6	32218041	-0.512335141625891
6_32220606	6	32220606	0.440359143595752
6_32220826	6	32220826	-0.0176615262338377
6_32221038	6	32221038	-0.20634859060755
6_32221046	6	32221046	-0.182793862628653
6_32221076	6	32221076	-0.202120467302319
6_32221255	6	32221255	-0.192409399649676
6_32222613	6	32222613	-0.237227903491522
6_32293381	6	32293381	0.0187261539924364
6_32293514	6	32293514	-0.287268585991118
6_32293730	6	32293730	-0.45719358743343
6_32293876	6	32293876	-0.0226366374351621
6_32293994	6	32293994	-0.0329513972584328
6_32294013	6	32294013	0.135504562067331
6_32330595	6	32330595	-0.2505280391761
6_32339605	6	32339605	0.442810622589849
6_32349791	6	32349791	0.12391658779212
6_32366178	6	32366178	0.205054914203554
6_32368809	6	32368809	0.438337146010541
6_32393972	6	32393972	0.154241124648917
6_32393975	6	32393975	0.196885462057411
6_32393985	6	32393985	0.226798289223025
6_32394022	6	32394022	0.383059815144798
6_32394850	6	32394850	-0.206857567519123
6_32396039	6	32396039	-0.230961145089164
6_32396116	6	32396116	-0.0408306906880188
6_32396178	6	32396178	0.355119054420141
6_32396267	6	32396267	0.161894697192352
6_32396280	6	32396280	-0.0266168314683179
6_32396371	6	32396371	0.0824083798878506
6_32403014	6	32403014	0.399997539050876
6_32403038	6	32403038	0.154241124648917
6_32403058	6	32403058	0.136093777938658
6_32403083	6	32403083	0.289814621300453
6_32403131	6	32403131	0.156566177595161
6_32403209	6	32403209	0.00223803120386713
6_32403216	6	32403216	0.0361853631272048
6_32405186	6	32405186	-0.323748280257849
6_32443258	6	32443258	-0.117343584548805
6_32637511	6	32637511	0.665203043926296
6_32637518	6	32637518	0.545380356230396
6_32637528	6	32637528	0.516811204033625
6_32638918	6	32638918	-0.528276685494913
6_32638944	6	32638944	-0.504721957516016
6_32638945	6	32638945	-0.396311345286408
6_32638985	6	32638985	-0.756753869292338
6_32642659	6	32642659	0.54972582650636
6_32661978	6	32661978	0.417275530482711
6_32662032	6	32662032	0.400787407694142
6_32664869	6	32664869	0.324166126091229
6_32664883	6	32664883	0.220878317679208
6_32664914	6	32664914	0.200783710585947
6_32664923	6	32664923	0.0704095338454466
6_32664934	6	32664934	0.0236116819964343
6_32664944	6	32664944	-0.0408306906880188
6_32664967	6	32664967	-0.294154971576358
6_32664968	6	32664968	-0.25233479588173
6_32664992	6	32664992	-0.152090115187427
6_32664993	6	32664993	-0.149765062241183
6_32665024	6	32665024	0.119594981842026
6_32665041	6	32665041	0.13229857176824
6_32665043	6	32665043	0.10720759080541
6_32665055	6	32665055	0.0588215595702347
6_32666505	6	32666505	0.230507018876985
6_32666527	6	32666527	0.213742136397579
6_32666573	6	32666573	0.0378619409345886
6_32745253	6	32745253	0.21548207032613
6_32745267	6	32745267	0.0726273590952653
6_32746357	6	32746357	-0.0313145285071592
6_32746366	6	32746366	-0.132691548882241
6_32757285	6	32757285	-0.217727652738041
6_32757848	6	32757848	0.0203853779141266
6_32758916	6	32758916	0.179115793287946
6_32758976	6	32758976	0.0762386126476439
6_32814335	6	32814335	0.134341567211212
6_32815097	6	32815097	-0.38478509190538
6_32815309	6	32815309	-0.314235633591387
6_32816899	6	32816899	-0.0630534290478519
6_32828908	6	32828908	0.156566177595161
6_32829016	6	32829016	-0.187239767659846
6_32829454	6	32829454	-0.00865028493886898
6_32829520	6	32829520	-0.119752493174743
6_32829532	6	32829532	-0.298421446929844
6_32832447	6	32832447	0.0670891755538351
6_32832650	6	32832650	0.233563577310323
6_32832787	6	32832787	0.466185130963658
6_32835161	6	32835161	-0.256849190113264
6_32835724	6	32835724	-0.0305519039138024
6_32838072	6	32838072	-0.00767743766121554
6_32838095	6	32838095	-0.0882742617015752
6_32842170	6	32842170	0.0802405432051405
6_32847198	6	32847198	0.169965476941934
6_32848995	6	32848995	0.316748654528747
6_32849112	6	32849112	0.439924269427911
6_32850520	6	32850520	0.0726273590952653
6_32853172	6	32853172	0.10293203082334
6_32853214	6	32853214	-0.0673029020492099
6_32853805	6	32853805	-0.327910570488464
6_32857313	6	32857313	0.224630452540315
6_32858459	6	32858459	-0.155826815028384
6_32938809	6	32938809	-0.102731528397675
6_32938875	6	32938875	-0.104677172712645
6_32949635	6	32949635	0.224630452540315
6_32949721	6	32949721	0.341724497475534
6_32969254	6	32969254	0.048041720816992
6_32971749	6	32971749	0.422141285654527
6_32974500	6	32974500	-0.0648761646546697
6_32974525	6	32974525	-0.159042875829193
6_32976317	6	32976317	0.324166126091229
6_32976969	6	32976969	-0.124519111082072
6_32978179	6	32978179	0.113883387032776
6_32978257	6	32978257	0.0588215595702347
6_32978356	6	32978356	0.207352461108479
6_33007120	6	33007120	0.0941605206449067
6_33007564	6	33007564	0.0619442773281349
6_33069128	6	33069128	-0.0173907755450653
6_33069174	6	33069174	0.0218668379527998
6_33069194	6	33069194	0.00223803120386713
6_33069268	6	33069268	-0.164411838205584
6_33069284	6	33069284	-0.287268585991118
6_33069642	6	33069642	0.158357233121149
6_33069697	6	33069697	0.0961049546680895
6_33069720	6	33069720	0.125973399626112
6_33069745	6	33069745	0.0897008724542068
6_33069780	6	33069780	-0.122209339720621
6_33069783	6	33069783	-0.0483880418661007
6_33069802	6	33069802	-0.0633503104237095
6_33069803	6	33069803	-0.0862986433977902
6_33069834	6	33069834	-0.272384348905138
6_33069849	6	33069849	-0.212774859766983
6_33069852	6	33069852	-0.369730746183091
6_33069862	6	33069862	-0.45719358743343
6_33069863	6	33069863	-0.519714671991489
6_33073569	6	33073569	0.077789064211044
6_33076065	6	33076065	0.157516256681778
6_33076088	6	33076088	0.157212691180208
6_33076122	6	33076122	0.0457396698404537
6_33080684	6	33080684	-0.264866038938974
6_33080689	6	33080689	-0.40052113829654
6_33080762	6	33080762	-0.0105860091537164
6_33080822	6	33080822	0.00223803120386713
6_33080825	6	33080825	-0.00898922421938684
6_33080851	6	33080851	0.00223803120386713
6_33080884	6	33080884	0.168596417625987
6_33080917	6	33080917	0.318711695999121
6_33080930	6	33080930	0.0528641042738354
6_33084991	6	33084991	0.459095706177338
6_33085026	6	33085026	0.471723314505087
6_33085173	6	33085173	0.65431472778356
6_33085181	6	33085181	0.587200531925023
6_33085204	6	33085204	0.632288421453561
6_33085209	6	33085209	0.527329075947625
6_33085800	6	33085800	0.0629920622829633
6_33085832	6	33085832	0.0652478287296677
6_33085905	6	33085905	-0.158226640989379
6_33116894	6	33116894	0.580774262765591
6_33163729	6	33163729	0.00223803120386713
6_33164453	6	33164453	-0.237227903491522
6_33165955	6	33165955	0.460088614021684
6_33167508	6	33167508	0.189516599396448
6_33167839	6	33167839	0.0866302184942398
6_33168533	6	33168533	0.461669649841165
6_33171152	6	33171152	-0.319690063683495
6_33171752	6	33171752	-0.116814640439896
6_33173384	6	33173384	0.452899440213432
6_33176466	6	33176466	-0.139780973668561
6_33184166	6	33184166	0.0387639072289812
6_33185345	6	33185345	0.100801865687457
6_33185414	6	33185414	0.274042646665393
6_33199368	6	33199368	0.0487806171408976
6_33200890	6	33200890	-0.190407046738529
6_33201416	6	33201416	0.123253432165233
6_33201504	6	33201504	-0.106286425574302
6_33201615	6	33201615	0.422141285654527
6_33202118	6	33202118	-0.422259797324043
6_33204702	6	33204702	-0.121336653914665
6_33204960	6	33204960	-0.112321733058989
6_33211285	6	33211285	-0.143192408317697
6_33251558	6	33251558	-0.195701346408042
6_33267978	6	33267978	0.417275530482711
6_33269508	6	33269508	-0.348518716742714
6_33277578	6	33277578	0.0946020493525268
6_33278091	6	33278091	-0.0831534600267775
6_33288656	6	33288656	0.00223803120386713
6_33288694	6	33288694	0.21697687999688
6_33293654	6	33293654	-0.0228529497589633
6_33293872	6	33293872	0.1573074276967
6_33304194	6	33304194	0.221551059608343
6_33305078	6	33305078	-0.0330950419084135
6_33313799	6	33313799	0.330292228888071
6_33315145	6	33315145	0.192062590083885
6_33315817	6	33315817	-0.250880905764844
6_33315989	6	33315989	0.343274949038934
6_33316854	6	33316854	0.0500665562944825
6_33319048	6	33319048	0.104923695178431
6_33319406	6	33319406	-0.0929192018364728
6_33319574	6	33319574	0.0617390429525289
6_33320019	6	33320019	-0.190407046738529
6_33405061	6	33405061	-0.146284493506221
6_33412705	6	33412705	0.224630452540315
6_33416953	6	33416953	0.132005906174197
6_33416957	6	33416957	0.00223803120386713
6_33418176	6	33418176	-0.0216087107505006
6_33423493	6	33423493	-0.0257763449657294
6_33438478	6	33438478	0.0297187676259741
6_33443825	6	33443825	-0.203080876773639
6_33443896	6	33443896	0.0963602085684173
6_33455199	6	33455199	0.215231754538066
6_33455495	6	33455495	0.0995352325587821
6_33575339	6	33575339	0.207057823092365
6_33577563	6	33577563	-0.0488361533904021
6_33658828	6	33658828	-0.093977284055436
6_33663853	6	33663853	0.117715248623803
6_33665145	6	33665145	0.141400778875493
6_33670403	6	33670403	0.211184921475364
6_33672044	6	33672044	-0.190407046738529
6_33673602	6	33673602	-0.0269083144556493
6_33675781	6	33675781	0.0876295224345119
6_33679896	6	33679896	-0.135265492546068
6_33679923	6	33679923	-0.147509088300815
6_33680094	6	33680094	-0.14112614396731
6_33684849	6	33684849	0.182810276845688
6_33685472	6	33685472	-0.0414833462254506
6_33685716	6	33685716	-0.395521476643141
6_33686193	6	33686193	-0.0875586391467785
6_33686414	6	33686414	-0.121497337218378
6_33688771	6	33688771	-0.248570072296667
6_33690049	6	33690049	0.219468747424536
6_33691076	6	33691076	-0.155826815028384
6_33693672	6	33693672	0.351387594826254
6_33722972	6	33722972	-0.138938031756827
6_33723019	6	33723019	-0.103556632818729
6_33723020	6	33723020	-0.119323948677046
6_33723124	6	33723124	-0.230422725586408
6_33726806	6	33726806	0.0897008724542068
6_33726882	6	33726882	0.185949984376255
6_33728198	6	33728198	0.051991066400967
6_33735299	6	33735299	-0.128158606051808
6_33735312	6	33735312	0.00223803120386713
6_33735396	6	33735396	-0.0956092921942774
6_33784515	6	33784515	0.0726273590952653
6_33789227	6	33789227	0.101773704754782
6_33789237	6	33789237	-0.0182260713558484
6_33801090	6	33801090	0.048531683477802
6_34035806	6	34035806	0.14196279487048
6_34036151	6	34036151	-0.260796374629926
6_34040229	6	34040229	0.0181795750728887
6_34102199	6	34102199	-0.198809487734226
6_34240837	6	34240837	0.197368372535858
6_34240891	6	34240891	0.373605058825735
6_34392285	6	34392285	-0.087959777767711
6_34417858	6	34417858	0.228119438620195
6_34418417	6	34418417	-0.16588472760446
6_34530551	6	34530551	-0.341716370013494
6_34530582	6	34530582	-0.100123686425811
6_34531610	6	34531610	0.0785889173339821
6_34541044	6	34541044	0.240397768398632
6_34541066	6	34541066	0.25599462344965
6_34541150	6	34541150	-0.104677172712645
6_34544459	6	34544459	-0.126495282918336
6_34552381	6	34552381	0.233563577310323
6_34654644	6	34654644	0.13812145928564
6_34757881	6	34757881	-0.210065572508997
6_34767972	6	34767972	0.232535650625661
6_34836170	6	34836170	0.0717789644569441
6_34856859	6	34856859	0.157516256681778
6_34858916	6	34858916	0.0712796756335187
6_34859144	6	34859144	0.192062590083885
6_34859308	6	34859308	-0.539471271563405
6_34871064	6	34871064	0.08712692879038
