	Chromosome	Position	28RT_T2_vs_28RT_PBMC.tumour
5_434031	5	434031	-0.0363670237672283
5_434153	5	434153	0.375281877263466
5_434169	5	434169	0.343337402399335
5_434607	5	434607	-0.0711817943623883
5_434760	5	434760	0.0900943291911214
5_446331	5	446331	0.0697371761137105
5_453452	5	453452	-0.00506290384921871
5_462350	5	462350	-0.100746251904527
5_473198	5	473198	-0.083672738545585
5_474989	5	474989	0.215887543313322
5_476238	5	476238	0.217835815102844
5_477364	5	477364	-0.0585021628106792
5_479918	5	479918	0.0518116175676978
5_482071	5	482071	0.148334771667584
5_482623	5	482623	0.508310189853344
5_482629	5	482629	0.461397035052058
5_485184	5	485184	0.15239461968794
5_488475	5	488475	-0.0714464362123257
5_491875	5	491875	0.254912700295386
5_609978	5	609978	0.394629654191275
5_612421	5	612421	0.420369766792004
5_624472	5	624472	-0.0363670237672283
5_633800	5	633800	0.124913883265832
5_635393	5	635393	0.316865191038144
5_635559	5	635559	-0.0543106789142419
5_637647	5	637647	0.424837701737698
5_640418	5	640418	-0.0696658805517059
5_640590	5	640590	-0.0132834106541872
5_647873	5	647873	0.372006745230605
5_653030	5	653030	0.0222607062034799
5_665165	5	665165	0.0879386395246142
5_667676	5	667676	-0.490489731019461
5_667800	5	667800	-0.269396449834636
5_668328	5	668328	-0.0253287523147804
5_668385	5	668385	-0.0455729486106924
5_668424	5	668424	0.128537408210526
5_668676	5	668676	0.438748296106858
5_677890	5	677890	0.273483844652759
5_677947	5	677947	0.05260452500227
5_677964	5	677964	0.165555867763178
5_679419	5	679419	-0.0764772371413811
5_679475	5	679475	0.0538307852043497
5_733022	5	733022	-0.0532990895020663
5_733753	5	733753	0.210725838197544
5_733800	5	733800	0.342860399571088
5_748133	5	748133	0.561232302631853
5_748470	5	748470	-0.165286504099237
5_748479	5	748479	-0.15582252430142
5_748498	5	748498	-0.10205126786044
5_765844	5	765844	0.210388562908833
5_766840	5	766840	-0.0659707368121261
5_766918	5	766918	0.115703030065891
5_766948	5	766948	0.148664870065292
5_766949	5	766949	0.227190192378824
5_801137	5	801137	0.0133517158492796
5_819556	5	819556	-0.0576775300126406
5_824057	5	824057	-0.0358064272803265
5_824540	5	824540	0.407630654961326
5_825165	5	825165	0.148773347454786
5_825182	5	825182	0.179361667288209
5_837373	5	837373	-0.0164253974660697
5_840471	5	840471	-0.000821239519542627
5_840827	5	840827	-0.0799303368597683
5_850523	5	850523	-0.0196193674381869
5_850572	5	850572	0.0497263868716134
5_878355	5	878355	0.165147808068508
5_878410	5	878410	0.12532182757532
5_881795	5	881795	0.163420123419187
5_881824	5	881824	0.0615251769943504
5_886084	5	886084	0.254649794592446
5_886609	5	886609	0.117961122624066
5_892652	5	892652	0.274518900328549
5_907135	5	907135	-0.146866565032779
5_914554	5	914554	0.108278569226726
5_1009541	5	1009541	0.263425932076683
5_1036134	5	1036134	0.471127791665319
5_1036367	5	1036367	0.0246390724895667
5_1057617	5	1057617	0.335012537748403
5_1057623	5	1057623	0.283698327102944
5_1063883	5	1063883	0.0130032808660887
5_1064149	5	1064149	0.208508012947725
5_1065284	5	1065284	-0.0885715379584243
5_1065399	5	1065399	0.195849790076778
5_1073768	5	1073768	0.208216529960394
5_1075373	5	1075373	0.408843513410976
5_1077858	5	1077858	0.015242287527102
5_1078717	5	1078717	-0.0936568271182072
5_1081587	5	1081587	0.404653979130451
5_1081625	5	1081625	0.291007023117118
5_1081652	5	1081652	0.335866152968199
5_1081724	5	1081724	0.609349508033024
5_1208849	5	1208849	0.129892991023909
5_1214027	5	1214027	0.0827884075931557
5_1216654	5	1216654	0.233809451310585
5_1216672	5	1216672	0.0779164037286631
5_1216785	5	1216785	0.210612601272649
5_1225498	5	1225498	0.383375559309802
5_1225511	5	1225511	0.3544483738463
5_1225561	5	1225561	0.104722866395453
5_1225572	5	1225572	0.143141479375455
5_1225582	5	1225582	0.141559634575824
5_1225588	5	1225588	0.115796538510743
5_1243584	5	1243584	-0.405600833432948
5_1243735	5	1243735	-0.0869183980492393
5_1244335	5	1244335	0.350842135232562
5_1244635	5	1244635	0.00799324897622763
5_1268585	5	1268585	0.0237107968280145
5_1279468	5	1279468	-0.0657508305483228
5_1280224	5	1280224	0.15239461968794
5_1280296	5	1280296	0.0127117978787574
5_1286401	5	1286401	-0.121147443964248
5_1293494	5	1293494	0.0366214951721269
5_1293588	5	1293588	0.389080258589546
5_1293971	5	1293971	0.244950008915785
5_1295234	5	1295234	0.125422860177405
5_1295337	5	1295337	0.261355039485516
5_1295341	5	1295341	0.211966332720136
5_1296028	5	1296028	-0.0331829680918921
5_1296277	5	1296277	0.337865489650696
5_1296306	5	1296306	0.363786238425636
5_1296371	5	1296371	0.216594573487184
5_1297524	5	1297524	-0.261210924097773
5_1298625	5	1298625	0.0565049195026753
5_1298667	5	1298667	0.0697371761137105
5_1298741	5	1298741	0.316865191038144
5_1298850	5	1298850	0.32071751653375
5_1298972	5	1298972	0.411535109417242
5_1299423	5	1299423	0.200270657051189
5_1299461	5	1299461	0.32620305561748
5_1299641	5	1299641	0.306273779770428
5_1299744	5	1299744	0.162083675856373
5_1299747	5	1299747	0.246475863146746
5_1299771	5	1299771	0.146194803353009
5_1299910	5	1299910	0.110974692307959
5_1299951	5	1299951	0.139468940164696
5_1299955	5	1299955	0.152140198553185
5_1300001	5	1300001	-0.0572446132679401
5_1310037	5	1310037	-0.750249004820393
5_1312244	5	1312244	0.0798259937372943
5_1312342	5	1312342	0.217835815102844
5_1313130	5	1313130	0.21635587477041
5_1313298	5	1313298	0.269559476259787
5_1313429	5	1313429	0.67893267677872
5_1313586	5	1313586	0.179361667288209
5_1314297	5	1314297	0.738789075902227
5_1314322	5	1314322	0.622305163136937
5_1314546	5	1314546	0.268998879772885
5_1314579	5	1314579	0.159183785350579
5_1314672	5	1314672	0.0522497493848692
5_1314847	5	1314847	0.197063669021668
5_1314984	5	1314984	-0.0969695611590429
5_1315162	5	1315162	-0.0430307540482393
5_1315228	5	1315228	0.373864691451187
5_1315545	5	1315545	0.243492004707924
5_1315769	5	1315769	-0.0769780859715768
5_1316569	5	1316569	0.068330354899465
5_1321728	5	1321728	0.0809579632272142
5_1335165	5	1335165	0.614577048504683
5_1337963	5	1337963	0.212276289760944
5_1344383	5	1344383	0.514964699072648
5_1409721	5	1409721	-0.080282149344811
5_1411297	5	1411297	-0.160978464713034
5_1414710	5	1414710	0.490822763124502
5_1414767	5	1414767	0.303809038212697
5_1443036	5	1443036	-0.135148956036671
5_1443138	5	1443138	0.27493932727044
5_1445501	5	1445501	0.169377578715587
5_1466889	5	1466889	0.196040408434839
5_1470826	5	1470826	0.0949694799978363
5_1474032	5	1474032	0.158751387612923
5_1494794	5	1494794	0.404067954462903
5_1494820	5	1494820	0.339018333276694
5_1501580	5	1501580	0.242555493775403
5_1501808	5	1501808	0.209232196870346
5_1501915	5	1501915	0.312911997708187
5_1798899	5	1798899	-0.411117838400513
5_1799207	5	1799207	-0.0535231278658815
5_1801442	5	1801442	0.293820391873124
5_1814470	5	1814470	0.401754088624657
5_1814669	5	1814669	0.253362248731986
5_1878098	5	1878098	0.179361667288209
5_1878211	5	1878211	0.0980615651863606
5_1878452	5	1878452	-0.338037549620313
5_1880777	5	1880777	0.16165966555475
5_1931012	5	1931012	-0.27184944454412
5_1931147	5	1931147	-0.10949872591349
5_1931169	5	1931169	0.0287398042415193
5_1931206	5	1931206	0.158702196722116
5_1931258	5	1931258	0.107808406263175
5_1933817	5	1933817	0.395090358343646
5_1933867	5	1933867	0.573640606400255
5_2748813	5	2748813	0.486790192480456
5_2748937	5	2748937	0.0320199512130218
5_2749671	5	2749671	0.138256463958536
5_2749701	5	2749701	0.216836372706872
5_2751246	5	2751246	0.331364760733259
5_2751297	5	2751297	0.16863526069515
5_2752442	5	2752442	-0.206292025209541
5_2755371	5	2755371	0.116167840801015
5_3596184	5	3596184	-0.392544680607501
5_3599266	5	3599266	-0.148692530395995
5_3599728	5	3599728	0.114752585865132
5_5140519	5	5140519	0.089863516449106
5_5140685	5	5140685	-0.038229767784418
5_5146222	5	5146222	0.200735318080776
5_5146264	5	5146264	0.136612019828872
5_5146282	5	5146282	0.201557413402405
5_5182173	5	5182173	0.0316080468445165
5_5182250	5	5182250	-0.197873799278251
5_5186130	5	5186130	0.136612019828872
5_5186139	5	5186139	-0.0816841854521312
5_5200168	5	5200168	0.475346494923289
5_5239742	5	5239742	-0.122822492300739
5_5239889	5	5239889	-0.0492627077597538
5_5242105	5	5242105	0.114266639066324
5_5242116	5	5242116	0.0630375493209771
5_5303303	5	5303303	0.390865772481921
5_5303688	5	5303688	0.0610417000994473
5_5447494	5	5447494	0.0164230961620034
5_5460506	5	5460506	0.189076822121421
5_5460855	5	5460855	0.298302740011716
5_5461440	5	5461440	-0.262009979804098
5_5462010	5	5462010	-0.113997275402383
5_5462381	5	5462381	0.192300722995707
5_5462502	5	5462502	0.234223602322727
5_5463498	5	5463498	-0.101447440273561
5_5464035	5	5464035	0.113127968888122
5_5464420	5	5464420	-0.202067439347815
5_5464421	5	5464421	-0.179092303624268
5_5464656	5	5464656	0.436857889580573
5_5464849	5	5464849	-0.0924429481733172
5_5476063	5	5476063	-0.0305614020860226
5_6449148	5	6449148	0.208805445180691
5_6600037	5	6600037	-0.0343450261820167
5_6604674	5	6604674	0.353691847850522
5_6622026	5	6622026	0.037342662415781
5_6632929	5	6632929	-0.00849834808881034
5_6633172	5	6633172	0.179361667288209
5_6633319	5	6633319	-0.142566427599154
5_6633666	5	6633666	0.15590269446422
5_6651896	5	6651896	-0.0754522317406166
5_6656097	5	6656097	-0.231952745947918
5_6720954	5	6720954	-0.311624685223934
5_6723447	5	6723447	0.231829087182344
5_6748546	5	6748546	0.105361085844432
5_7634119	5	7634119	0.0717817800883941
5_7690759	5	7690759	0.331364760733259
5_7743674	5	7743674	0.0759320776328033
5_7757584	5	7757584	0.0664676108822754
5_7766723	5	7766723	0.0514441923674717
5_7773025	5	7773025	0.110320022858557
5_7773051	5	7773051	0.164411325822237
5_7802250	5	7802250	0.282047331262773
5_7802301	5	7802301	0.160378563920636
5_7826740	5	7826740	0.166305514462762
5_7831879	5	7831879	-0.119296648276306
5_7835442	5	7835442	-0.464494522486516
5_7866709	5	7866709	-0.12996639081952
5_7866793	5	7866793	-0.0145802152726392
5_7867214	5	7867214	0.254813895717674
5_7873387	5	7873387	0.105361085844432
5_7875262	5	7875262	-0.18987214237751
5_7877988	5	7877988	0.052449554805989
5_7878066	5	7878066	-0.117904373364885
5_7878079	5	7878079	-0.137667628186314
5_7878311	5	7878311	-0.0931641875228828
5_7885846	5	7885846	0.0380058180426671
5_7889103	5	7889103	0.0293362232836012
5_7891393	5	7891393	-0.17154549457092
5_7892824	5	7892824	0.0182992345556926
5_7892892	5	7892892	0.227190192378824
5_7896948	5	7896948	-0.223075795211002
5_7897078	5	7897078	0.166064844674751
5_7897206	5	7897206	0.21749679617498
5_9050437	5	9050437	0.012900521149468
5_9051901	5	9051901	0.134507431503948
5_9063029	5	9063029	0.303988321801954
5_9108209	5	9108209	0.179361667288209
5_9122766	5	9122766	-0.307990036806525
5_9154547	5	9154547	0.0286827547905405
5_9154691	5	9154691	-0.10604055157404
5_9190292	5	9190292	-0.149586855276926
5_9190327	5	9190327	-0.316871914838616
5_9190433	5	9190433	-0.274356300154695
5_9265488	5	9265488	-0.0590430720368701
5_9265490	5	9265490	-0.165286504099237
5_9265524	5	9265524	-0.097292347834713
5_9629417	5	9629417	0.147883435815041
5_9629611	5	9629611	0.232213549553944
5_9629701	5	9629701	0.258433238279407
5_10236581	5	10236581	0.179361667288209
5_10236924	5	10236924	0.237464621851777
5_10239166	5	10239166	0.103010781158094
5_10239217	5	10239217	0.22615587876715
5_10250281	5	10250281	0.0842044342478688
5_10250318	5	10250318	0.338717427020334
5_10250331	5	10250331	0.346961615784277
5_10254705	5	10254705	0.273998541426284
5_10256049	5	10256049	0.302936352406741
5_10265350	5	10265350	0.068330354899465
5_10266210	5	10266210	0.0519823608119811
5_10282221	5	10282221	-0.063096377102345
5_10282284	5	10282284	-0.0976456810981891
5_10387037	5	10387037	0.242371464814009
5_10403499	5	10403499	0.189703611509668
5_10405623	5	10405623	0.179361667288209
5_10410250	5	10410250	0.271807916052804
5_10411523	5	10411523	0.326703383363396
5_10463995	5	10463995	-0.291268157953953
5_10464279	5	10464279	0.136717329879715
5_10464280	5	10464280	0.193300858246082
5_10464347	5	10464347	0.234328126506137
5_10464621	5	10464621	-0.139815816583119
5_10481943	5	10481943	0.368123310743377
5_10624775	5	10624775	-0.102409301127171
5_10624787	5	10624787	-0.0061939858678679
5_10638068	5	10638068	0.0753386027449804
5_10650038	5	10650038	0.0661510568402177
5_10981809	5	10981809	0.225165356901333
5_11082751	5	11082751	0.234856779879912
5_11117471	5	11117471	0.266824508538548
5_11385110	5	11385110	0.0631686497836862
5_13701308	5	13701308	0.0497263868716134
5_13701416	5	13701416	0.193436852499931
5_13701427	5	13701427	0.334639892766119
5_13714459	5	13714459	0.118393649996782
5_13717326	5	13717326	0.179361667288209
5_13717362	5	13717362	0.0197050012997235
5_13718913	5	13718913	-0.235675831990635
5_13718916	5	13718916	-0.15833374345747
5_13718980	5	13718980	-0.139815816583119
5_13737335	5	13737335	0.363786238425636
5_13752202	5	13752202	0.179361667288209
5_13754285	5	13754285	-0.152259823802998
5_13762863	5	13762863	0.0396369036215954
5_13766136	5	13766136	0.336087170975662
5_13793602	5	13793602	-0.100746251904527
5_13793944	5	13793944	0.334639892766119
5_13811666	5	13811666	-0.0167808548904141
5_13811780	5	13811780	0.143737757557487
5_13817617	5	13817617	-0.0592492646063677
5_13820484	5	13820484	0.267898341889866
5_13829690	5	13829690	0.281931400928757
5_13844936	5	13844936	0.191334308954285
5_13862537	5	13862537	0.51000697927668
5_13864392	5	13864392	0.153366458755264
5_13864619	5	13864619	0.0798259937372943
5_13865871	5	13865871	0.0600627389158642
5_13870826	5	13870826	0.197858010905598
5_13871648	5	13871648	-0.251617375859657
5_13882966	5	13882966	0.190088073881267
5_13883062	5	13883062	-0.131425869993953
5_13894785	5	13894785	0.129175910119992
5_13902111	5	13902111	0.232213549553944
5_13913776	5	13913776	0.370409960296275
5_13913884	5	13913884	0.065405477991123
5_13913923	5	13913923	0.0862522628967273
5_13919170	5	13919170	0.19643518064715
5_13923358	5	13923358	0.0671521637021836
5_13931231	5	13931231	0.163931626718603
5_13944382	5	13944382	0.392605706410471
5_14270869	5	14270869	0.0557869821696763
5_14291150	5	14291150	0.47674757791278
5_14316533	5	14316533	0.179361667288209
5_14419918	5	14419918	-0.0241717267969232
5_14461059	5	14461059	0.0331409264371649
5_14462781	5	14462781	-0.0485902793901399
5_14482770	5	14482770	-0.0158946241107251
5_14488019	5	14488019	-0.0564512698105609
5_14581911	5	14581911	0.288483389668321
5_14610200	5	14610200	0.108972339396811
5_14610228	5	14610228	0.0955300764847383
5_14664954	5	14664954	0.050463934105951
5_14681544	5	14681544	0.132819081351179
5_14692921	5	14692921	0.0944727697016957
5_14692925	5	14692925	0.137133431898911
5_14711223	5	14711223	0.0668869380297961
5_14712907	5	14712907	-0.0147253848280936
5_14741851	5	14741851	0.328739291326435
5_14741875	5	14741875	0.361359501031096
5_14758507	5	14758507	-0.0227437399032535
5_14768340	5	14768340	0.0877311918226404
5_14871102	5	14871102	0.764324168009365
5_15936793	5	15936793	0.132567455809268
5_15936886	5	15936886	0.179361667288209
5_16177840	5	16177840	0.201056738387528
5_16465247	5	16465247	0.422918698622699
5_16465291	5	16465291	0.391665271001073
5_16478091	5	16478091	0.106430144834357
5_16481076	5	16481076	0.0995083595989941
5_16572044	5	16572044	-0.0247790494920166
5_16670648	5	16670648	0.0577996874072954
5_16670767	5	16670767	0.0212968210559575
5_16673691	5	16673691	0.0978317817916105
5_16673866	5	16673866	-0.083672738545585
5_16674957	5	16674957	-0.184912718308748
5_16676104	5	16676104	0.148110733303769
5_16676138	5	16676138	0.166977942832376
5_16676143	5	16676143	0.232800926249669
5_16681953	5	16681953	-0.0928912685749636
5_16701254	5	16701254	0.197509013998468
5_16701687	5	16701687	0.0677163114592996
5_16701691	5	16701691	0.0677163114592996
5_16754868	5	16754868	-0.164592733929153
5_16769164	5	16769164	0.321714590699539
5_16794807	5	16794807	0.123508432554691
5_17275255	5	17275255	0.361359501031096
5_17275574	5	17275574	0.111617060652375
5_17605178	5	17605178	0.331364760733259
5_17605218	5	17605218	0.289544585038632
5_17605339	5	17605339	0.25229318974206
5_17611182	5	17611182	0.346961615784277
5_17611278	5	17611278	0.0485750597528544
5_17611280	5	17611280	0.0980615651863606
5_17611313	5	17611313	0.0912307570095438
5_17632665	5	17632665	0.140542418397681
5_17632667	5	17632667	0.153366458755264
5_17634586	5	17634586	-0.177794915910135
5_17634658	5	17634658	-0.24332940453407
5_19473490	5	19473490	0.0303058578934957
5_19502857	5	19502857	0.0506283531660061
5_19591065	5	19591065	0.151616676805304
5_19721381	5	19721381	-0.0450698993218377
5_21751947	5	21751947	0.179361667288209
5_21755835	5	21755835	-0.0749555214444762
5_21765069	5	21765069	-0.388922092286317
5_21842308	5	21842308	0.125723703686136
5_21854678	5	21854678	-0.207661455821039
5_22078475	5	22078475	0.135860028651622
5_23509075	5	23509075	0.0862522628967273
5_23521103	5	23521103	0.301617417339207
5_23522347	5	23522347	-0.142566427599154
5_23522380	5	23522380	-0.137979158103502
5_23527450	5	23527450	0.133557977675084
5_23527668	5	23527668	0.162083675856373
5_23527688	5	23527688	0.179361667288209
5_24535773	5	24535773	0.365457959401667
5_26885688	5	26885688	0.0887591185073021
5_26885855	5	26885855	0.0246390724895667
5_26988221	5	26988221	0.0586801848657456
5_26988317	5	26988317	-0.0430307540482393
5_31267656	5	31267656	-0.260170393911384
5_31294099	5	31294099	-0.190749961109119
5_31294147	5	31294147	-0.400634580539598
5_31302181	5	31302181	0.0847247931501336
5_31305255	5	31305255	0.129436441956526
5_31317387	5	31317387	0.140542418397681
5_31317422	5	31317422	0.201729480316663
5_31317845	5	31317845	0.261823827480182
5_31323138	5	31323138	0.0806773924288018
5_31409145	5	31409145	0.00248390520412927
5_31409739	5	31409739	0.00486393605607204
5_31410816	5	31410816	0.0297853112376986
5_31422900	5	31422900	-0.0883341159154481
5_31433540	5	31433540	0.527284970708515
5_31435780	5	31435780	0.06200471665005
5_31493215	5	31493215	-0.158634796226807
5_31495316	5	31495316	0.228689379651777
5_31515114	5	31515114	0.256667393455658
5_31515550	5	31515550	0.0610417000994473
5_31526264	5	31526264	0.276972463914631
5_31538585	5	31538585	0.275576982547512
5_31983500	5	31983500	0.0936317932623247
5_31983553	5	31983553	-0.022827183325058
5_32057990	5	32057990	0.347484426096536
5_32074043	5	32074043	-0.214552540424881
5_32074067	5	32074067	-0.153213671798662
5_32074467	5	32074467	0.541931746672917
5_32087147	5	32087147	0.0711087766361855
5_32087220	5	32087220	-0.0544355173204886
5_32087324	5	32087324	-0.213783226141793
5_32087374	5	32087374	-0.22117626229552
5_32087556	5	32087556	0.243492004707924
5_32087696	5	32087696	0.115936287146575
5_32087722	5	32087722	0.0651906473688975
5_32088174	5	32088174	0.14765280756087
5_32088836	5	32088836	0.167773693012997
5_32088997	5	32088997	0.250444765349691
5_32089561	5	32089561	0.0585072724138229
5_32089994	5	32089994	0.9018276917593
5_32090206	5	32090206	-0.0070514569426726
5_32090562	5	32090562	0.0325202789589375
5_32090651	5	32090651	0.134037676778718
5_32090768	5	32090768	0.156091887965362
5_32092976	5	32092976	0.039810314889415
5_32098563	5	32098563	0.25062035045803
5_32126335	5	32126335	0.153130125715029
5_32248091	5	32248091	0.0508469267655283
5_32259537	5	32259537	0.261823827480182
5_32403241	5	32403241	-0.0132834106541872
5_32417679	5	32417679	0.381669842581324
5_33441087	5	33441087	0.179361667288209
5_33461929	5	33461929	-0.269769030659043
5_33462107	5	33462107	0.159041682908613
5_33527215	5	33527215	0.179361667288209
5_33527333	5	33527333	0.210388562908833
5_33534955	5	33534955	0.529858914372342
5_33549245	5	33549245	0.0538307852043497
5_33549282	5	33549282	0.160983137973354
5_33578856	5	33578856	0.278139821766382
5_33614362	5	33614362	0.0932050235384942
5_33624260	5	33624260	-0.0410284011370915
5_33629621	5	33629621	0.269247170805404
5_33661939	5	33661939	0.15590269446422
5_33751349	5	33751349	0.302744082793491
5_33891832	5	33891832	0.0798259937372943
5_33937110	5	33937110	-0.223994026943
5_33937481	5	33937481	0.470038828191132
5_33937648	5	33937648	0.0817508706617864
5_33938018	5	33938018	0.0329721803066856
5_33938045	5	33938045	-0.108883301342865
5_33951588	5	33951588	0.0273585738431589
5_33954406	5	33954406	0.06200471665005
5_33954489	5	33954489	0.1222177601846
5_33963765	5	33963765	0.188760365290458
5_33989398	5	33989398	0.189076822121421
5_33989413	5	33989413	0.0623222460979893
5_33994011	5	33994011	-0.278320169399129
5_33998668	5	33998668	0.069388825263077
5_33998778	5	33998778	0.105988480957989
5_34004602	5	34004602	0.0447121405934268
5_34042870	5	34042870	0.27247107167969
5_34687712	5	34687712	-0.130322831844407
5_34757565	5	34757565	-0.0338823718340538
5_34807823	5	34807823	-0.0158946241107251
5_34811026	5	34811026	0.521150184536414
5_34823234	5	34823234	0.239233123265608
5_34823984	5	34823984	0.223755786646662
5_34824101	5	34824101	-0.0347631380646389
5_34824450	5	34824450	0.0147309655154094
5_34824461	5	34824461	0.0147309655154094
5_34840735	5	34840735	0.0924842166082418
5_34840736	5	34840736	0.0811812733493054
5_34862967	5	34862967	-0.0815049018628749
5_34862975	5	34862975	-0.113685307612025
5_34864484	5	34864484	0.444124887038754
5_34868920	5	34868920	0.0222607062034799
5_34880226	5	34880226	0.0590674335704971
5_34908772	5	34908772	0.472143416516055
5_34914887	5	34914887	0.221589902677506
5_34915843	5	34915843	0.617047905512253
5_34923135	5	34923135	0.323751576623384
5_34925438	5	34925438	0.0489650300325338
5_34937544	5	34937544	0.278897340839123
5_34950281	5	34950281	-0.0270892101792176
5_34953974	5	34953974	-0.0458131947195662
5_34954665	5	34954665	-0.194704050934329
5_34998772	5	34998772	0.0344880379012638
5_34998789	5	34998789	0.023242465370927
5_35010033	5	35010033	0.0153859321770828
5_35010069	5	35010069	0.127646630744053
5_35037010	5	35037010	0.129608632091109
5_35039332	5	35039332	0.130452066807262
5_35039381	5	35039381	0.330141619463818
5_35065125	5	35065125	-0.0132834106541872
5_35065548	5	35065548	0.130452066807262
5_35641480	5	35641480	0.236392612324588
5_35641517	5	35641517	0.377301044900118
5_35641566	5	35641566	0.455486072562446
5_35644519	5	35644519	-0.059425192298908
5_35646682	5	35646682	0.190502224893409
5_35654609	5	35654609	0.201557413402405
5_35659137	5	35659137	0.129088460806985
5_35667244	5	35667244	-0.172623661455333
5_35670201	5	35670201	0.179361667288209
5_35691040	5	35691040	0.109652695476804
5_35691081	5	35691081	0.229987740358177
5_35692673	5	35692673	-0.00263616645467852
5_35700496	5	35700496	0.335012537748403
5_35702204	5	35702204	0.117961122624066
5_35708993	5	35708993	0.354040198701156
5_35709082	5	35709082	0.179361667288209
5_35727755	5	35727755	0.306740973764436
5_35753661	5	35753661	0.0384991314483589
5_35763624	5	35763624	0.285490018149552
5_35771636	5	35771636	-0.148442993935823
5_35773977	5	35773977	0.169838893169702
5_35788191	5	35788191	0.143737757557487
5_35789651	5	35789651	0.0546066362802619
5_35790150	5	35790150	-0.00187864738193788
5_35790304	5	35790304	0.189930908998396
5_35806925	5	35806925	0.62682064425943
5_35814507	5	35814507	0.130452066807262
5_35860901	5	35860901	0.00809024013837983
5_35860966	5	35860966	0.206328714888478
5_35867423	5	35867423	-0.0661143671612804
5_35871088	5	35871088	0.142208668870743
5_35876172	5	35876172	0.251770162816259
5_35876306	5	35876306	0.093388444178356
5_35878460	5	35878460	-0.235675831990635
5_35878899	5	35878899	0.0519823608119811
5_35909851	5	35909851	-0.101820085255845
5_35910427	5	35910427	-0.153537545420157
5_35954207	5	35954207	0.508669292541169
5_35954275	5	35954275	0.0894761637710136
5_35955773	5	35955773	-0.00350238986160178
5_35957220	5	35957220	0.179361667288209
5_35965868	5	35965868	0.236505574391818
5_36035965	5	36035965	-0.0877424028546322
5_36117864	5	36117864	-0.229278060792485
5_36141199	5	36141199	-0.00506290384921871
5_36143290	5	36143290	-0.122666870161449
5_36197627	5	36197627	-0.230282573220417
5_36219608	5	36219608	0.158751387612923
5_36226515	5	36226515	0.0304982813737261
5_36241541	5	36241541	0.71852047839624
5_36241589	5	36241589	0.46624281507637
5_36248650	5	36248650	-0.13782850859249
5_36256902	5	36256902	0.212151602405878
5_36265457	5	36265457	0.159462109850504
5_36269449	5	36269449	0.406326818414481
5_36608492	5	36608492	0.170591457660477
5_36629463	5	36629463	-0.0807011720142941
5_36680454	5	36680454	-0.110144949906776
5_36962199	5	36962199	0.068658202881989
5_36971954	5	36971954	0.382575986940792
5_36985649	5	36985649	0.134273777759671
5_37000855	5	37000855	-0.207661455821039
5_37106960	5	37106960	-0.0560163956427198
5_37138743	5	37138743	0.0209323046837258
5_37153769	5	37153769	0.269559476259787
5_37157761	5	37157761	0.103909438858743
5_37158261	5	37158261	0.139003929672068
5_37169067	5	37169067	0.100134976137634
5_37173875	5	37173875	0.196955727302947
5_37183195	5	37183195	-0.0231311966105342
5_37183388	5	37183388	-0.0616464322155863
5_37183462	5	37183462	0.339233004066598
5_37184866	5	37184866	-0.200226995986345
5_37184959	5	37184959	0.0869154185236137
5_37195926	5	37195926	0.239067913412476
5_37226859	5	37226859	0.293317856585295
5_37227353	5	37227353	-0.0388185027613247
5_37227803	5	37227803	0.14730045805591
5_37239782	5	37239782	0.148555620507034
5_37294371	5	37294371	0.364279383205994
5_37298947	5	37298947	0.217081333237367
5_37333625	5	37333625	0.336902944274689
5_37479867	5	37479867	0.0600627389158642
5_37701062	5	37701062	-0.1832084120965
5_37721117	5	37721117	0.00205713548029891
5_37813438	5	37813438	-0.0287465280419917
5_37813592	5	37813592	0.29965590100592
5_37815747	5	37815747	-0.104781765139683
5_37818037	5	37818037	0.439424506590712
5_37828742	5	37828742	0.405243074704536
5_38258831	5	38258831	-0.083672738545585
5_38305445	5	38305445	-0.153764634204018
5_38337568	5	38337568	-0.252126352771229
5_38338741	5	38338741	-0.358603353895778
5_38338752	5	38338752	-0.262642879590904
5_38350541	5	38350541	-0.0607723364355063
5_38350572	5	38350572	-0.0340419708209845
5_38370435	5	38370435	0.204236335927238
5_38412514	5	38412514	-0.0189670491577697
5_38412572	5	38412572	-0.0196193674381869
5_38425008	5	38425008	0.0835016518806925
5_38458365	5	38458365	0.122778138921841
5_38463884	5	38463884	0.0195812232514395
5_38463979	5	38463979	-0.0714464362123257
5_38475031	5	38475031	0.344420913558705
5_38478510	5	38478510	-0.252354573137265
5_38479131	5	38479131	0.16287354449964
5_38479643	5	38479643	0.0139380580808372
5_38485963	5	38485963	0.328225053202691
5_38493680	5	38493680	0.0780783314510269
5_38493756	5	38493756	-0.0749555214444762
5_38510666	5	38510666	0.0106072095538341
5_38594862	5	38594862	0.344106429624841
5_38595370	5	38595370	-0.0158946241107251
5_38821018	5	38821018	-2.06856584615538
5_38876259	5	38876259	0.0322079735045546
5_38883969	5	38883969	0.168473351145472
5_38884012	5	38884012	0.16894505134287
5_38904412	5	38904412	-0.104941355299236
5_38904432	5	38904432	-0.145260536768417
5_38917567	5	38917567	0.167288834987634
5_38918993	5	38918993	0.0364037134461656
5_38925268	5	38925268	-0.181904575549654
5_38932903	5	38932903	-0.052454007934865
5_38955694	5	38955694	0.155514925333841
5_38958763	5	38958763	0.110237306633388
5_39119621	5	39119621	-0.124419080888894
5_39153460	5	39153460	-0.362956496024454
5_39153583	5	39153583	-0.0304307172686057
